Year,Month,YearMonth,AAPL US Equity,AMZN US Equity,BRK/B US Equity,CMCSA US Equity,CVX US Equity,DD US Equity,DOW US Equity,DUK US Equity,GE US Equity,GOOGL US Equity,JNJ US Equity,JPM US Equity,MMM US Equity,NEE US Equity,PFE US Equity,PG US Equity,SPG US Equity,VZ US Equity,WMT US Equity,XOM US Equity
2016,8,201608,66.54353043,60.81871739,60.13896522,51.28006522,45.48991304,58.82582174,56.91291304,42.09871739,45.92581739,69.79661304,45.82168696,62.67715652,56.54766522,43.68531739,42.82362609,60.35622174,45.98264348,38.22611304,48.5605087,39.05477826
2016,9,201609,59.13258571,61.7773381,48.21706667,49.37019524,46.73127619,42.58295238,46.75409524,45.43571905,35.0558,56.23260952,41.85047619,56.42027619,47.41609524,49.63968095,40.16975238,55.36821905,45.12716667,45.0820381,48.04303333,41.31161905
2016,10,201610,61.246715,58.591235,45.083165,39.295905,51.964275,54.85295,54.353125,42.5291,35.245615,55.70251,42.542195,59.29578,33.546695,49.52765,35.322375,46.895645,30.70043,33.226655,41.631655,50.85482
2016,11,201611,42.080105,41.993015,67.65578,56.35468,65.789425,54.798025,52.62602,42.467555,59.81689,43.33569,45.199705,71.106815,50.54945,39.66408,40.658205,41.23644,33.864475,44.71584,52.08072,48.86898
2016,12,201612,59.36527619,48.01841905,70.29421905,62.6054619,71.86510476,65.20851429,68.74294762,52.13880952,61.91063333,54.00029048,49.03707619,78.00681905,60.30281905,50.71268095,52.87352381,49.99482857,43.91798571,66.06582857,49.89780476,61.8753
2017,1,201701,69.23135,63.463975,50.36062,66.122515,51.396735,54.153015,57.47494,53.10028,42.027255,61.943985,46.506835,56.97055,52.08489,54.70799,47.168965,55.777115,52.821255,48.336255,38.24787,40.35113
2017,2,201702,87.59193158,61.18326316,63.55680526,63.13762105,41.50600526,62.30329474,62.70518947,57.88788421,40.76047895,57.03332105,63.65401579,61.977,62.83087368,69.17565263,63.28255789,65.93510526,50.63423158,39.57215789,55.27472632,34.7476
2017,3,201703,75.0939,60.10347391,58.2642913,49.94395652,41.90311739,60.91164783,60.31004783,59.81430435,45.28918696,57.03229565,74.13467391,52.11592609,70.51052609,60.38937826,63.17681739,57.41116522,36.49578696,48.51326522,54.25635217,46.20021739
2017,4,201704,59.67546842,67.26386316,39.21973684,56.44213684,42.86547895,48.08611053,47.74994737,55.70619474,47.74930526,57.40156316,48.41410526,40.64188421,58.28844211,55.70206842,47.16302105,44.0566,47.86248421,39.45082632,70.64641053,47.66762105
2017,5,201705,68.5603,70.29615455,45.789,60.73432727,46.16037727,46.66326818,45.16742727,58.48538182,33.80865455,79.25894091,57.65742273,45.51283636,64.40994545,69.28016818,30.42584545,36.44924545,36.98453182,36.21553636,69.45416818,50.40773636
