Date,FB US Equity,SPY US Equity,MSCI US Equity,700 HK Equity,PG US Equity
20130821,38.32,164.56,38.08,72,79.38
20130822,38.55,166.06,38.5,72,79.77
20130823,40.55,166.62,38.47,71.16,80.01
20130826,41.34,166,38.6,71.36,78.54
20130827,39.64,163.33,37.57,72.4,77.97
20130828,40.548,163.91,38.08,71.24,76.85
20130829,41.28,164.17,38.16,72.36,77.31
20130830,41.294,163.65,37.51,72.72,77.89
20130903,41.87,164.39,37.48,75.96,77.75
20130904,41.78,165.75,38.17,75.8,77.49
20130905,42.66,165.96,38.43,77.52,77.14
20130906,43.95,166.04,38.76,77.4,77.15
20130909,44.04,167.634,39.46,78.08,78.16
20130910,43.6,168.87,39.64,79.8,77.95
20130911,45.04,169.4,39.67,80.44,78.27
20130912,44.75,168.95,39.65,82.56,78.26
20130913,44.31,169.33,39.66,82.16,79.05
20130916,42.51,170.31,40.05,84.24,80.16
20130917,45.07,171.07,40.64,83.76,79.83
20130918,45.23,173.051,41.01,80.48,80.295
20130919,45.98,172.76,40.78,82.04,80.12
20130920,47.49,170.72,40.32,82.04,79.39
20130923,47.19,169.93,40.24,81.84,79.28
20130924,48.45,169.53,40.25,80.52,78.62
20130925,49.46,169.04,40.33,81.92,77.72
20130926,50.39,169.69,40.67,81.8,78.05
20130927,51.24,168.909,40.23,83.56,77.21
20130930,50.23,168.01,40.26,81.36,75.59
20131001,50.42,169.34,40.53,81.36,76.16
20131002,50.28,169.18,40.07,83,75.93
20131003,49.183,167.62,39.91,83.96,75.84
20131004,51.04,168.89,40.26,83.84,76.02
20131007,50.515,167.43,39.63,83.44,75.65
20131008,47.14,165.48,38.91,85.2,76.33
20131009,46.77,165.6,38.31,82.76,76.95
20131010,49.05,169.17,39.19,81.96,77.89
20131011,49.11,170.26,39.69,83.8,78.48
20131015,49.5,169.7,39.54,84.36,77.6
20131016,51.135,172.07,39.6,84.28,78.34
20131017,52.21,173.22,40,84.04,79.42
20131018,54.22,174.388,40.35,85.96,79.41
20131021,53.85,174.4,40.51,89.56,78.97
20131022,52.675,175.41,40.6,87.84,80.38
20131023,51.9,174.57,40.93,86.04,80.91
20131024,52.445,175.15,41.32,85.76,80.61
20131025,51.95,175.95,41.37,85.24,80
20131028,50.229,176.23,41.34,86.6,81.3
20131029,49.395,177.17,41.9,83.68,82.46
20131030,49.01,176.29,41.21,85.72,81.52
20131031,50.205,175.79,40.77,84.64,80.75
20131101,49.75,176.21,40.97,84.52,81.15
20131104,48.22,176.83,41.42,83.36,81.33
20131105,50.105,176.27,41.38,82.36,81.43
20131106,49.12,177.17,41.42,82.4,82.81
20131107,47.56,174.93,40.63,81.48,82.32
20131108,47.53,177.29,41.62,80.28,82.51
20131112,46.605,176.96,41.91,81.8,82.8
20131113,48.71,178.38,42.38,78.52,83.5
20131114,48.99,179.27,43.02,82.16,84.32
20131115,49.01,180.05,43.48,83.92,84.84
20131118,45.83,179.42,43.02,85.2,84.57
20131119,46.36,179.03,43.04,83.8,84.34
20131120,46.43,178.47,43.1,83.8,84.69
20131121,46.7,179.91,43.86,84.36,84.67
20131122,46.23,180.81,44.08,84.92,84.95
20131125,44.82,180.63,44.45,87.6,85.41
20131126,45.89,180.68,44.57,87.4,84.64
20131127,46.49,181.12,44.5,88.28,84.28
20131129,47.01,181,44.39,89.68,84.22
20131202,47.06,180.53,44.71,90.84,83.34
20131203,46.73,179.75,44.19,89.56,83.83
20131204,48.62,179.73,43.91,88.72,83.35
20131205,48.34,178.94,43.87,89.96,82.69
20131206,47.94,180.94,44.21,92,84.52
20131209,48.84,181.4,44.15,92.48,84.78
20131210,50.245,180.75,43.6,93.24,83.65
20131211,49.38,178.72,42.84,94.92,84.02
20131212,51.83,178.13,43.47,93.48,82.3
20131213,53.32,178.11,43.46,93.24,82.37
20131216,53.81,179.216,43.19,94.6,81.69
20131217,54.86,178.65,42.67,93.16,80.91
20131218,55.57,181.7,42.99,93.44,82.38
20131219,55.05,181.49,42.05,92.76,81.9
20131220,55.12,181.56,42.6,92.72,81.84
20131223,57.77,182.53,43,93.44,81.31
20131224,57.96,182.93,43.34,93.84,81.31
20131226,57.73,183.855,43.39,93.84,81.76
20131227,55.44,183.845,43.47,96.64,82.01
20131230,53.71,183.82,43.64,99.16,82
20131231,54.649,184.69,43.72,98.92,81.41
20140102,54.71,182.92,43.15,100.9,80.54
20140103,54.557,182.885,43.17,98.8,80.45
20140106,57.2,182.36,43.1,99.12,80.64
20140107,57.92,183.48,43.54,98.8,81.42
20140108,58.23,183.52,43.47,100.3,80.24
20140109,57.22,183.64,43.62,98.6,80.42
20140110,57.94,184.14,43.78,99.48,80.3
20140113,55.91,181.685,43.12,99.32,80.01
20140114,57.74,183.67,43.66,98.6,80.87
20140115,57.6,184.66,43.43,101.7,80.79
20140116,57.19,184.42,44,102.5,80.56
20140117,56.3,183.635,44.22,105.8,79.88
20140121,58.51,184.18,44.61,104,80.18
20140122,57.51,184.3,44.95,105.4,79.23
20140123,56.63,182.79,44.9,104.4,78.24
20140124,54.45,178.89,42.97,100.2,79.18
20140127,53.55,178.01,42.22,97.88,78.47
20140128,55.14,179.07,42.34,100.6,79.11
20140129,53.53,177.35,41.5,106.4,77.64
20140130,61.08,179.23,42.58,108.7,76.87
20140131,62.57,178.18,42.72,108.7,76.62
20140203,61.48,174.17,41.01,108.7,75.7
20140204,62.75,175.385,41.72,102.1,76.09
20140205,62.19,175.17,41.51,102.1,76.45
20140206,62.16,177.48,40.74,101.7,76.9
20140207,64.32,179.68,40.28,104.9,77.31
20140210,63.548,180.01,40.68,106.7,78.03
20140211,64.851,181.98,41.46,106,78.84
20140212,64.45,182.07,42.26,107.6,77.49
20140213,67.33,183.01,42.45,108,77.8
20140214,67.09,184.02,42.74,109.7,79.4
20140218,67.3,184.24,43.87,116.9,77.97
20140219,68.06,183.02,43.49,116.5,78.14
20140220,69.63,184.1,44.98,112.9,77.92
20140221,68.59,183.89,44.53,116.1,77.97
20140224,70.78,184.91,44.21,115.6,77.86
20140225,69.85,184.84,43.85,115.1,78.12
20140226,69.26,184.85,43.83,117.2,77.86
20140227,68.94,185.82,43.72,123.3,78.19
20140228,68.46,186.29,43.71,124.5,78.66
20140303,67.41,184.98,44.18,120.4,77.48
20140304,68.8,187.58,45.6,122.5,78.45
20140305,71.57,187.75,45.14,124.5,77.82
20140306,70.84,188.18,45.74,127,78.06
20140307,69.8,188.26,45.75,126.1,78.38
20140310,72.03,188.16,45.74,123.3,78.53
20140311,70.1,187.23,45.99,123.5,78.95
20140312,70.88,187.28,46.27,120.4,79.24
20140313,68.83,185.18,45.27,117.6,79.19
20140314,67.72,184.66,45.21,112.8,78.98
20140317,68.74,186.33,45.62,109.3,79.84
20140318,69.19,187.66,45.63,115.6,79.77
20140319,68.24,186.66,45.26,113.5,78.78
20140320,66.97,187.747,45.48,111.6,78.32
20140321,67.24,186.2,45.32,114.5,77.88
20140324,64.1,185.43,44.44,117.4,79.3
20140325,64.89,186.31,42.72,111.7,79.81
20140326,60.385,184.97,41.77,110.8,79.5
20140327,60.97,184.58,41.87,104.3,79.65
20140328,60.01,185.49,42.11,107,79.76
20140331,60.24,187.01,43.02,107.9,80.6
20140401,62.62,188.25,43.81,112.7,80.34
20140402,62.72,188.88,43.8,112.3,80.13
20140403,59.49,188.63,43.76,109.3,80.1
20140404,56.749,186.4,43.07,105,79.77
20140407,56.95,184.34,42.28,100.3,80.49
20140408,58.19,185.1,42.64,101.9,81.35
20140409,62.41,187.09,43.1,104.7,81.49
20140410,59.16,183.155,42.07,112.6,81.09
20140411,58.53,181.51,41.72,105,80.76
20140414,58.89,182.9401,41.55,105.2,80.81
20140415,59.09,184.2,41.28,103.2,80.84
20140416,59.72,186.125,42.12,104.3,81.65
20140417,58.94,186.39,42.17,105.1,81.76
20140421,61.24,187.04,42.39,105.1,81.56
20140422,63.03,187.89,42.56,104.9,81.25
20140423,61.36,187.45,42.28,105.8,80.36
20140424,60.87,187.83,42.28,106.5,81.15
20140425,57.71,186.29,41.69,104.7,81.41
20140428,56.14,186.875,41.79,101.7,82.94
20140429,58.15,187.75,41.71,101.9,82.44
20140430,59.78,188.31,40.54,96.64,82.55
20140501,61.15,188.325,40.99,96.64,82.34
20140502,60.46,188.06,41.24,99.08,81.92
20140505,61.22,188.42,41.19,98.52,81.7
20140506,58.53,186.78,41.26,98.52,81.13
20140507,57.39,187.88,42.14,94.76,82.09
20140508,56.76,187.675,41.42,94.72,82.16
20140509,57.24,187.96,41.54,95.76,82.39
20140512,59.83,189.785,43.34,100.8,81.73
20140513,59.83,189.96,42.7,101.5,81.61
20140514,59.23,189.06,42.17,102.8,81.17
20140515,57.919,187.4,42.13,108.8,80.53
20140516,58.02,188.05,42.28,106.5,80.33
20140519,59.21,188.74,42.56,107.6,79.93
20140520,58.56,187.55,41.38,111.9,80.23
20140521,60.49,189.13,42.06,111.7,80.49
20140522,60.52,189.59,42.56,112.3,80.65
20140523,61.351,190.35,42.95,111.1,80.52
20140527,63.48,191.52,43.41,111.4,80.08
20140528,63.51,191.38,43.32,113.3,80.1
20140529,63.83,192.37,43.48,109.8,80.4
20140530,63.3,192.68,43.16,109.3,80.79
20140602,63.08,192.895,43.34,109.3,80.36
20140603,62.87,192.8,43.35,112,79.93
20140604,63.34,193.19,43.45,109.2,79.86
20140605,63.186,194.45,43.9,108.4,80.11
20140606,62.5,195.375,44.41,108.2,80.03
20140609,62.88,195.58,44.82,110.6,80.09
20140610,65.77,195.6,44.7,113.5,80.15
20140611,65.781,194.92,44.9,116.4,80.06
20140612,64.29,193.54,44.76,115.6,79.76
20140613,64.5,194.13,44.84,116.1,79.64
20140616,64.19,194.29,44.77,116.6,79.69
20140617,64.4,194.83,45.47,115.6,79.58
20140618,65.6,196.255,45.11,116.2,79.79
20140619,64.342,196.48,44.92,115.8,80.24
20140620,64.5,195.94,44.58,115.8,79.93
20140623,65.37,195.88,44.86,114.2,79.52
20140624,65.72,194.7,44.44,114.9,79.01
20140625,67.44,195.58,44.59,115.1,79.32
20140626,67.13,195.44,44.46,118.4,78.62
20140627,67.6,195.82,45.2,118.4,79.02
20140630,67.29,195.72,45.85,118.2,78.59
20140701,68.06,197.03,46.55,118.2,79.28
20140702,66.45,197.23,46.52,122.8,79.56
20140703,66.29,198.2,47.34,124.7,79.98
20140707,65.29,197.51,47.08,125.4,80.19
20140708,62.76,196.24,46.47,125.3,80.56
20140709,64.97,197.12,46.32,121.2,81.67
20140710,64.873,196.34,45.93,122.2,81.61
20140711,66.34,196.61,46.09,121.6,81.16
20140714,67.9,197.6,46.37,122.8,81.32
20140715,67.165,197.23,46.39,123.8,81.26
20140716,67.66,197.96,46.64,124.3,80.94
20140717,66.41,195.71,46.27,123.5,80.4
20140718,68.42,197.7099,46.93,122.9,80.55
20140721,69.4,197.34,46.69,121.5,80.28
20140722,69.27,198.2,46.94,124.1,80.1
20140723,71.29,198.64,46.82,124.3,79.99
20140724,74.98,198.65,47.11,124.5,80.26
20140725,75.19,197.72,46.8,124.9,79.56
20140728,74.92,197.8,46.73,128.9,79.26
20140729,73.71,196.95,46.4,130.4,78.65
20140730,74.677,196.98,46.56,128.5,78.16
20140731,72.65,193.09,45.25,128.4,77.32
20140801,72.36,192.5,44.36,128.2,79.65
20140804,73.51,193.89,44.55,129.2,79.22
20140805,72.69,192.01,43.99,133.5,79.41
20140806,72.47,192.07,44.15,132.9,81.09
20140807,73.17,191.03,43.9,128.3,80.14
20140808,73.06,193.24,44,129.8,80.95
20140811,73.44,193.795,44.57,132.3,81.48
20140812,72.83,193.53,44.6,133.3,81.42
20140813,73.77,194.84,44.92,133.2,81.48
20140814,74.296,195.76,45.12,130.1,81.95
20140815,73.63,195.72,45.17,130.3,81.78
20140818,74.59,197.36,45.68,128.8,82.44
20140819,75.29,198.39,45.63,129.8,82.69
20140820,74.81,198.92,45.86,131.9,82.81
20140821,74.57,199.5,46.18,130.7,83.28
20140822,74.57,199.19,46.21,130.7,83.39
20140825,75.02,200.2,46.28,129.8,83.54
20140826,75.96,200.33,46.74,129.4,83.38
20140827,74.63,200.25,46.14,128.4,83.31
20140828,73.855,200.14,45.87,127.8,83.03
20140829,74.82,200.71,46.14,126.5,83.11
20140902,76.68,200.61,46.58,125.7,82.98
20140903,75.83,200.5,46.43,129.3,82.9
20140904,75.95,200.2101,46.43,129.4,83.7
20140905,77.26,201.11,46.35,128.3,83.77
20140908,77.89,200.59,46.29,126.1,83.32
20140909,76.67,199.32,46.2,126.1,82.99
20140910,77.43,200.07,46.65,122,83.64
20140911,77.92,200.3,46.79,122.2,83.49
20140912,77.48,199.13,46.7,122.9,83.26
20140915,74.58,198.981,46.4,123.4,83.87
20140916,76.08,200.48,46.54,121,84.08
20140917,76.43,200.75,46.29,124,84.16
20140918,77,201.82,48.98,122.9,84.19
20140919,77.91,200.7,48.39,125.2,84.47
20140922,76.8,199.15,47.63,121.1,84.81
20140923,78.29,198.01,46.99,118.9,84.44
20140924,78.535,199.56,47.33,118.5,85.24
20140925,77.22,196.34,46.77,117.9,84.33
20140926,78.79,197.9,46.97,116.5,84.58
20140929,79,197.54,46.99,115.6,84.44
20140930,79.04,197.02,47.02,115.5,83.74
20141001,76.55,194.35,46.56,115.5,83.14
20141002,77.08,194.38,47.6,115.5,83.05
20141003,77.44,196.52,47.52,116,83.79
20141006,77.555,196.29,46.99,119.7,83.57
20141007,76.29,193.26,45.64,119.6,83.16
20141008,77.52,196.64,45.65,118.5,84.18
20141009,75.91,192.74,44.6,117.9,83.66
20141010,72.91,190.54,43.53,115.7,84.69
20141014,73.59,187.7,42.56,113.4,83.55
20141015,73.21,186.43,42.2,114.4,82.95
20141016,72.63,186.27,42.25,113,82.24
20141017,75.95,188.47,43.41,112.7,83.27
20141020,76.95,190.3,43.66,114.3,84.18
20141021,78.69,194.07,44.79,115.4,84.61
20141022,78.37,192.69,45.08,119.3,84.23
20141023,80.04,194.93,45.63,119.6,83.23
20141024,80.67,196.43,46,119.5,85.16
20141027,80.28,196.16,46.45,118.1,85.95
20141028,80.77,198.41,46.77,120.1,86.47
20141029,75.86,198.11,46.88,121.7,86.54
20141030,74.11,199.38,46.63,121.9,86.94
20141031,74.99,201.66,46.66,123.6,87.27
20141103,73.88,201.77,46.5,123.8,87.38
20141104,75.76,201.07,46.89,122.7,88.64
20141105,74.83,202.34,47.13,124,89
20141106,75.26,203.15,47.54,123.6,88.9
20141107,75.6,203.34,47.46,123.1,89.13
20141110,75,203.98,48.08,125.7,89.45
20141112,74.72,203.96,48.03,129.2,89.48
20141113,74.25,204.19,47.74,129.5,88.6
20141114,74.88,204.24,47.9,131.9,88.11
20141117,74.24,204.37,47.21,129.1,87.84
20141118,74.34,205.55,47.01,125.8,87.95
20141119,73.33,205.22,48.4,124.4,88.73
20141120,73.6,205.58,48.01,125.7,88.47
20141121,73.75,206.68,48.5,124.2,88.6
20141124,74.01,207.26,48.92,125.5,88.11
20141125,75.63,207.11,48.5,124.7,88.8
20141126,77.62,207.64,48.54,125.7,88.88
20141128,77.7,207.2,48.36,124,90.43
20141201,75.1,205.76,47.67,120.3,90.08
20141202,75.46,207.085,47.91,119.6,91.07
20141203,74.88,207.89,47.94,117.7,90
20141204,75.24,207.66,47.92,118.2,90.58
20141205,76.36,208,47.7,118.9,90.38
20141208,76.52,206.61,48.08,118.6,90.76
20141209,76.84,206.47,47.95,115.8,90.71
20141210,76.18,203.1601,46.91,115.5,90
20141211,77.73,204.19,47.17,113.4,90.41
20141212,77.83,200.89,46.15,113.7,89.55
20141215,76.99,199.51,46.11,111.9,89.2
20141216,74.69,197.91,46.08,108,89.36
20141217,76.11,201.79,46.93,105.3,90.7
20141218,78.4,206.78,47.57,111.9,92
20141219,79.88,206.52,47.89,115.7,92.05
20141222,81.45,207.47,48.14,113,92.6
20141223,80.61,207.75,48.16,112.8,93.29
20141224,80.77,207.77,48.42,112.7,93.14
20141226,80.775,208.44,48.35,112.7,93.46
20141229,80.02,208.72,48.1,113.4,92.64
20141230,79.22,207.6,48.16,113.3,92.4
20141231,78.02,205.54,47.44,112.5,91.09
20150102,78.45,205.43,47.69,112.8,90.44
20150105,77.19,201.72,47.24,113.5,90.01
20150106,76.15,199.82,48.61,120,89.6
20150107,76.15,202.31,49.72,124.4,90.07
20150108,78.175,205.9,51.22,127.3,91.1
20150109,77.74,204.25,51.97,127.2,90.25
20150112,76.72,202.65,51.94,127.1,89.92
20150113,76.45,202.08,54.05,127.8,90.3
20150114,76.28,200.86,53.7,126,89.99
20150115,74.05,199.0199,52.9,126.9,89.86
20150116,75.18,201.63,54.06,121.9,91.25
20150120,76.24,202.055,53.7,124.1,91.19
20150121,76.74,203.08,53.57,128.7,90.73
20150122,77.65,206.1,54.37,131.6,91.62
20150123,77.83,204.97,54.22,132.7,90.08
