Date,FB US Equity,SPY US Equity,MSCI US Equity,700 HK Equity,PG US Equity
20130716,-1,1,1,-1,-1
20130717,0,0,1,1,0
20130718,0,-1,0,0,0
20130719,1,-1,0,0,-1
20130722,-1,0,0,1,-1
20130723,-1,1,0,-1,-1
20130724,0,1,0,0,0
20130725,0,0,NA,-1,-1
20130726,-1,0,NA,-1,0
20130729,-1,-1,NA,-1,0
20130730,-1,0,NA,-1,0
20130731,-1,-1,NA,1,0
20130801,-1,-1,NA,1,0
20130802,0,-1,-1,1,0
20130805,-1,1,-1,1,0
20130806,-1,0,-1,0,0
20130807,0,1,-1,0,0
20130808,1,-1,-1,0,0
20130809,0,1,-1,1,1
20130812,1,-1,-1,0,-1
20130813,-1,0,-1,0,0
20130814,-1,0,-1,0,-1
20130815,0,1,-1,1,1
20130816,1,0,-1,0,0
20130819,-1,-1,-1,0,-1
20130820,-1,-1,-1,-1,-1
20130821,0,-1,-1,0,1
20130822,1,-1,-1,0,1
20130823,-1,-1,-1,0,1
20130826,-1,-1,-1,-1,1
20130827,0,0,-1,-1,0
20130828,1,-1,-1,0,-1
20130829,0,-1,-1,-1,1
20130830,-1,1,-1,1,-1
20130903,-1,-1,-1,-1,-1
20130904,0,0,1,1,-1
20130905,-1,0,1,1,1
20130906,0,0,1,0,-1
20130909,-1,-1,1,1,-1
20130910,0,1,1,1,-1
20130911,0,0,1,1,0
20130912,1,1,1,1,0
20130913,1,-1,1,1,-1
20130916,0,0,1,1,1
20130917,1,-1,1,1,-1
20130918,-1,-1,1,0,1
20130919,1,-1,0,0,-1
20130920,-1,1,0,0,0
20130923,-1,0,0,0,0
20130924,0,0,0,0,1
20130925,1,1,0,0,0
20130926,1,-1,0,0,1
20130927,0,1,0,-1,0
20130930,0,1,0,0,1
20131001,1,1,0,0,0
20131002,-1,1,0,1,0
20131003,1,0,0,1,1
20131004,0,0,0,1,0
20131007,-1,1,0,1,1
20131008,0,0,0,-1,-1
20131009,1,0,0,0,0
20131010,0,0,0,0,-1
20131011,1,0,0,1,0
20131015,-1,1,0,1,-1
20131016,-1,0,0,1,0
20131017,-1,-1,0,-1,1
20131018,0,-1,0,-1,0
20131021,0,0,-1,-1,1
20131022,1,-1,-1,0,-1
20131023,-1,-1,-1,-1,-1
20131024,0,1,-1,-1,1
20131025,0,0,-1,0,0
20131028,1,1,-1,-1,0
20131029,1,-1,-1,-1,0
20131030,1,1,-1,0,-1
20131031,1,1,-1,0,-1
20131101,1,1,-1,1,0
20131104,1,1,-1,1,-1
20131105,-1,1,-1,1,-1
20131106,1,1,-1,-1,0
20131107,0,1,-1,0,1
20131108,1,-1,-1,0,1
20131112,1,1,-1,-1,0
20131113,0,0,-1,-1,0
20131114,1,-1,-1,-1,-1
20131115,1,-1,-1,-1,-1
20131118,0,1,-1,-1,-1
20131119,1,1,-1,-1,1
20131120,0,0,-1,-1,0
20131121,-1,-1,0,0,-1
20131122,1,-1,0,-1,0
20131125,0,0,0,1,0
20131126,0,-1,0,0,1
20131127,1,0,0,-1,1
20131129,0,-1,0,1,0
20131202,1,-1,0,1,1
20131203,1,0,1,1,1
20131204,-1,0,1,1,1
20131205,0,0,1,0,-1
20131206,-1,-1,1,1,-1
20131209,0,-1,1,1,0
20131210,-1,-1,1,1,0
20131211,-1,-1,1,1,0
20131212,-1,-1,1,1,0
20131213,-1,-1,1,1,-1
20131216,-1,0,1,1,0
20131217,-1,-1,1,1,1
20131218,-1,-1,0,1,0
20131219,0,-1,0,-1,-1
20131220,-1,-1,0,0,-1
20131223,0,0,0,-1,1
20131224,-1,1,0,0,-1
20131226,-1,-1,0,0,-1
20131227,1,0,0,-1,0
20131230,0,0,0,-1,0
20131231,-1,-1,0,-1,1
20140102,0,0,0,0,0
20140103,1,0,1,1,-1
20140106,-1,1,1,-1,0
20140107,-1,0,1,-1,-1
20140108,-1,0,1,-1,-1
20140109,0,1,1,-1,0
20140110,0,1,1,0,-1
20140113,1,0,1,0,0
20140114,0,0,0,-1,0
20140115,-1,0,0,0,0
20140116,1,1,0,-1,0
20140117,1,0,1,0,-1
20140121,0,1,1,1,-1
20140122,0,1,1,1,1
20140123,0,1,1,-1,1
20140124,0,0,1,-1,0
20140127,-1,1,-1,-1,1
20140128,1,0,-1,-1,-1
20140129,1,0,-1,-1,-1
20140130,0,-1,-1,0,0
20140131,0,0,-1,0,0
20140203,0,0,-1,0,0
20140204,-1,1,-1,-1,-1
20140205,-1,0,-1,0,1
20140206,0,0,-1,-1,-1
20140207,0,-1,-1,-1,0
20140210,0,1,-1,0,0
20140211,0,0,-1,0,-1
20140212,-1,0,0,-1,0
20140213,-1,0,0,-1,-1
20140214,1,-1,0,-1,0
20140218,0,1,1,0,-1
20140219,0,1,-1,0,0
20140220,0,0,0,0,0
20140221,-1,-1,0,-1,1
20140224,0,0,0,0,0
20140225,1,1,0,-1,0
20140226,0,1,0,-1,1
20140227,0,0,0,0,-1
20140228,1,-1,0,1,0
20140303,1,1,0,1,1
20140304,1,0,0,-1,-1
20140305,1,0,0,0,0
20140306,0,0,0,1,0
20140307,0,0,-1,0,0
20140310,-1,1,-1,0,-1
20140311,0,0,-1,-1,1
20140312,1,1,-1,-1,1
20140313,1,1,-1,0,0
20140314,1,1,-1,-1,-1
20140317,0,1,-1,0,0
20140318,0,-1,-1,-1,-1
20140319,1,-1,0,0,0
20140320,1,-1,0,-1,0
20140321,0,0,0,1,-1
20140324,-1,1,0,1,0
20140325,-1,1,1,0,0
20140326,1,1,1,1,0
20140327,-1,0,-1,0,-1
20140328,1,1,-1,-1,1
20140331,1,0,-1,-1,0
20140401,0,0,-1,-1,-1
20140402,0,-1,-1,-1,-1
20140403,1,-1,-1,-1,1
20140404,0,0,-1,-1,1
20140407,-1,1,-1,-1,1
20140408,0,1,0,0,-1
20140409,-1,-1,0,-1,1
20140410,1,1,-1,-1,1
20140411,1,1,0,0,0
20140414,1,0,0,0,-1
20140415,0,1,0,-1,1
20140416,0,0,0,-1,-1
20140417,1,0,-1,-1,1
20140421,1,0,-1,-1,0
20140422,-1,0,-1,0,-1
20140423,-1,1,-1,0,0
20140424,0,0,-1,1,1
20140425,0,1,-1,1,0
20140428,1,0,-1,1,0
20140429,-1,1,-1,0,1
20140430,-1,0,-1,-1,1
20140501,-1,-1,-1,0,0
20140502,1,-1,-1,1,1
20140505,1,0,-1,-1,1
20140506,1,0,-1,-1,-1
20140507,1,0,0,-1,-1
20140508,1,1,1,-1,-1
20140509,1,-1,1,-1,1
20140512,-1,0,-1,-1,1
20140513,0,-1,-1,-1,-1
20140514,1,1,-1,0,0
20140515,-1,0,-1,0,0
20140516,1,-1,-1,0,-1
20140519,-1,0,-1,0,-1
20140520,-1,0,1,-1,-1
20140521,-1,1,1,-1,-1
20140522,0,-1,1,-1,0
20140523,-1,-1,1,1,0
20140527,-1,-1,1,0,-1
20140528,0,1,1,-1,0
20140529,-1,1,1,1,-1
20140530,0,-1,1,0,-1
20140602,0,1,1,0,0
20140603,-1,-1,1,-1,0
20140604,-1,1,1,-1,0
20140605,-1,-1,1,-1,-1
20140606,0,-1,0,-1,1
20140609,-1,0,0,1,0
20140610,-1,-1,0,0,0
20140611,-1,0,0,1,-1
20140612,0,1,0,0,0
20140613,0,1,0,0,1
20140616,0,0,0,1,0
20140617,-1,1,0,1,0
20140618,0,0,0,0,0
20140619,-1,-1,0,1,0
20140620,0,0,-1,0,1
20140623,0,1,-1,0,1
20140624,-1,1,-1,0,1
20140625,-1,0,0,-1,-1
20140626,0,0,1,0,0
20140627,1,-1,1,-1,-1
20140630,1,1,1,0,1
20140701,0,0,1,0,-1
20140702,1,-1,1,-1,1
20140703,1,1,1,0,0
20140707,1,1,1,0,0
20140708,1,1,1,1,0
20140709,-1,0,1,0,0
20140710,1,1,1,0,0
20140711,-1,-1,1,-1,1
20140714,-1,0,1,-1,1
20140715,1,0,1,0,-1
20140716,1,0,1,-1,-1
20140717,1,1,1,-1,1
20140718,0,0,1,0,0
20140721,0,1,1,0,1
20140722,1,0,1,-1,0
20140723,1,0,1,1,1
20140724,1,-1,1,0,1
20140725,0,0,1,-1,1
20140728,0,0,1,-1,0
20140729,-1,-1,1,-1,0
20140730,0,-1,0,0,-1
20140731,1,1,0,1,-1
20140801,1,1,-1,-1,-1
20140804,0,0,-1,0,0
20140805,1,1,-1,-1,-1
20140806,-1,-1,-1,-1,0
20140807,1,-1,-1,1,0
20140808,0,-1,-1,1,0
20140811,-1,0,-1,0,-1
20140812,-1,-1,-1,-1,1
20140813,0,1,-1,-1,-1
20140814,0,1,-1,0,-1
20140815,0,-1,-1,-1,-1
20140818,1,-1,-1,1,-1
20140819,0,-1,-1,0,0
20140820,0,1,-1,-1,0
20140821,-1,-1,-1,-1,-1
20140822,1,0,-1,-1,-1
20140825,1,0,-1,-1,0
20140826,0,-1,-1,0,0
20140827,-1,0,-1,-1,1
20140828,-1,1,-1,1,-1
20140829,1,-1,-1,1,-1
20140902,-1,1,-1,0,1
20140903,0,1,-1,0,0
20140904,0,1,-1,0,1
20140905,-1,0,0,0,-1
20140908,1,-1,0,0,-1
20140909,1,0,0,0,1
20140910,-1,0,0,0,0
20140911,1,-1,0,1,1
20140912,1,0,-1,-1,1
20140915,-1,1,-1,-1,-1
20140916,0,0,-1,-1,-1
20140917,0,0,-1,-1,1
20140918,1,-1,1,-1,0
20140919,-1,0,1,0,-1
20140922,1,1,1,-1,0
20140923,1,1,1,1,1
20140924,1,-1,1,-1,-1
20140925,0,0,1,1,1
20140926,-1,1,1,1,1
20140929,0,1,1,1,1
20140930,0,0,1,0,1
20141001,0,1,1,0,0
20141002,0,0,1,0,-1
20141003,0,0,1,0,0
20141006,0,-1,1,-1,1
20141007,0,0,1,-1,-1
20141008,0,-1,1,0,0
20141009,1,-1,1,-1,1
20141010,1,0,1,1,-1
20141014,1,0,1,-1,1
20141015,0,0,1,1,0
20141016,-1,0,-1,0,1
20141017,1,-1,-1,0,0
20141020,1,-1,-1,0,-1
20141021,0,-1,-1,0,-1
20141022,1,0,-1,0,1
20141023,1,-1,-1,-1,0
20141024,1,-1,-1,0,-1
20141027,0,-1,-1,0,-1
20141028,1,0,-1,-1,-1
20141029,0,-1,-1,-1,1
20141030,0,-1,-1,0,0
20141031,-1,-1,-1,1,0
20141103,-1,-1,-1,1,-1
20141104,-1,-1,-1,0,-1
20141105,-1,-1,-1,0,-1
20141106,-1,-1,-1,0,-1
20141107,0,0,-1,0,-1
20141110,-1,1,-1,-1,-1
20141112,-1,-1,-1,-1,-1
20141113,-1,0,-1,1,0
20141114,-1,0,-1,-1,1
20141117,-1,1,-1,-1,-1
20141118,0,-1,-1,-1,-1
20141119,-1,1,-1,-1,-1
20141120,-1,0,0,-1,-1
20141121,0,-1,0,1,-1
20141124,-1,-1,0,0,1
20141125,-1,-1,0,-1,0
20141126,-1,-1,0,0,-1
20141128,-1,1,-1,0,-1
20141201,-1,1,-1,1,0
20141202,-1,1,-1,-1,-1
20141203,-1,0,-1,-1,0
20141204,-1,0,-1,-1,0
20141205,-1,1,-1,-1,-1
20141208,-1,1,-1,-1,1
20141209,0,0,-1,0,0
20141210,-1,1,-1,0,1
20141211,-1,1,-1,1,0
20141212,0,1,-1,0,1
20141215,1,0,-1,-1,0
20141216,0,0,-1,1,1
20141217,0,0,-1,0,-1
20141218,-1,-1,-1,0,-1
20141219,-1,-1,-1,-1,-1
20141222,-1,-1,-1,1,-1
20141223,1,1,-1,1,-1
20141224,1,-1,-1,1,-1
20141226,0,-1,-1,1,-1
20141229,0,-1,-1,1,1
20141230,-1,0,-1,1,-1
20141231,0,0,-1,-1,0
20150102,1,0,-1,0,1
20150105,0,1,-1,-1,0
20150106,-1,1,-1,-1,0
20150107,0,-1,-1,-1,0
20150108,-1,0,-1,0,0
20150109,0,0,-1,0,0
20150112,0,0,-1,1,0
20150113,0,0,-1,-1,1
20150114,0,0,-1,-1,0
20150115,1,1,1,0,-1
20150116,1,-1,1,0,-1
20150120,0,0,1,-1,-1
20150121,0,1,1,-1,1
20150122,1,-1,1,-1,1
20150123,0,1,1,0,1
20150126,0,0,1,-1,1
20150127,1,1,1,0,1
20150128,0,1,1,0,1
20150129,1,1,1,0,-1
20150130,1,1,1,1,1
20150202,1,1,1,1,1
20150203,-1,0,1,1,1
20150204,-1,1,1,1,-1
20150205,1,0,1,-1,0
20150206,1,0,1,1,0
20150209,-1,1,1,1,0
20150210,-1,1,1,1,-1
20150211,0,1,1,1,0
20150212,0,-1,1,1,0
20150213,1,-1,1,1,-1
20150217,0,1,1,-1,-1
20150218,-1,1,1,-1,-1
20150219,-1,1,1,-1,1
20150220,-1,-1,0,-1,1
20150223,0,1,0,-1,-1
20150224,-1,1,0,0,0
20150225,-1,-1,0,0,-1
20150226,-1,-1,0,-1,1
20150227,-1,1,-1,0,0
20150302,0,1,-1,1,-1
20150303,0,1,-1,-1,0
20150304,-1,-1,-1,1,1
20150305,-1,1,-1,-1,-1
20150306,0,0,-1,-1,0
20150309,-1,1,-1,-1,-1
20150310,0,0,-1,-1,0
20150311,-1,1,-1,-1,0
20150312,1,1,-1,-1,-1
20150313,1,1,-1,-1,1
20150316,0,-1,-1,-1,-1
20150317,-1,-1,-1,0,0
20150318,-1,-1,-1,0,0
20150319,0,-1,-1,0,1
20150320,0,-1,-1,1,1
20150323,1,-1,-1,0,0
20150324,0,0,-1,0,1
20150325,1,0,-1,0,0
20150326,0,0,0,0,0
20150327,0,0,0,1,0
20150330,0,-1,-1,-1,-1
20150331,1,0,-1,1,-1
20150401,1,0,-1,0,0
20150402,1,0,-1,0,-1
20150406,0,0,-1,0,-1
20150407,1,1,-1,0,-1
20150408,0,1,-1,0,1
20150409,0,0,-1,0,0
20150410,0,0,-1,0,0
20150413,1,-1,-1,-1,-1
20150414,1,0,0,0,0
20150415,-1,-1,0,0,0
20150416,-1,-1,0,0,1
20150417,1,-1,0,-1,0
20150420,-1,0,0,0,-1
20150421,0,0,1,0,-1
20150422,1,-1,1,-1,-1
20150423,1,-1,1,-1,-1
20150424,1,-1,1,0,0
20150427,-1,1,1,1,0
20150428,0,1,1,0,0
20150429,1,0,1,0,1
20150430,-1,0,1,0,0
20150501,1,0,1,0,-1
20150504,0,1,1,1,1
20150505,-1,1,1,1,0
20150506,-1,1,0,0,0
20150507,0,0,0,0,-1
20150508,-1,0,1,0,0
20150511,0,1,1,0,0
20150512,-1,0,1,-1,-1
20150513,-1,0,1,1,1
20150514,-1,-1,1,1,1
20150515,0,-1,1,1,1
20150518,-1,-1,-1,1,-1
20150519,0,0,-1,1,0
20150520,-1,-1,-1,1,-1
20150521,0,0,-1,0,0
20150522,-1,1,-1,-1,1
20150526,0,0,-1,0,-1
20150527,0,1,-1,0,-1
20150528,0,1,-1,1,-1
20150529,0,1,-1,-1,0
20150601,0,0,-1,0,-1
20150602,1,1,-1,1,0
20150603,-1,0,0,0,-1
20150604,1,1,0,0,0
20150605,1,0,0,0,0
20150608,1,1,0,0,-1
20150609,0,0,0,0,-1
20150610,-1,-1,0,0,-1
20150611,0,-1,0,0,-1
20150612,1,-1,0,0,0
20150615,1,0,0,0,-1
20150616,1,0,0,0,-1
20150617,1,0,0,0,-1
20150618,1,-1,0,-1,0
20150619,0,1,0,-1,1
20150622,-1,0,0,0,0
20150623,-1,0,0,0,0
20150624,0,0,0,-1,1
20150625,0,1,0,0,0
20150626,0,0,0,-1,0
20150629,1,1,1,0,0
20150630,-1,0,1,-1,0
20150701,-1,-1,1,-1,-1
20150702,0,-1,1,0,0
20150706,1,1,1,1,0
20150707,-1,1,1,1,0
20150708,-1,0,1,1,0
20150709,-1,-1,1,1,-1
20150710,0,-1,1,-1,0
20150713,-1,-1,1,1,-1
20150714,-1,1,1,0,-1
20150715,-1,0,1,1,1
20150716,-1,-1,1,-1,-1
20150717,-1,-1,1,-1,1
20150720,-1,-1,-1,-1,0
20150721,-1,-1,-1,-1,-1
20150722,0,1,-1,-1,0
20150723,0,0,-1,0,0
20150724,-1,1,-1,1,0
20150727,-1,1,-1,1,0
20150728,0,-1,1,0,0
20150729,1,-1,0,1,-1
20150730,1,0,-1,1,0
20150731,1,0,-1,0,0
20150803,1,-1,-1,1,0
20150804,1,-1,-1,0,0
20150805,-1,0,-1,0,-1
20150806,0,0,-1,-1,0
20150807,1,0,-1,-1,1
20150810,0,-1,-1,-1,-1
20150811,1,0,-1,-1,-1
20150812,0,0,-1,-1,0
20150813,1,0,-1,-1,0
20150814,1,0,0,0,0
20150817,1,1,0,0,0
20150818,0,0,0,1,-1
20150819,0,0,0,1,0
20150820,0,0,-1,0,0
20150821,1,1,-1,0,1
20150824,1,1,0,1,0
20150825,1,0,0,0,0
20150826,0,0,0,-1,0
20150827,1,-1,1,0,0
20150828,0,0,0,0,0
20150831,1,-1,0,0,0
20150901,1,0,0,0,1
20150902,0,-1,1,0,1
20150903,1,-1,1,0,0
20150904,1,0,1,0,0
20150908,0,-1,1,0,0
20150909,1,-1,1,-1,0
20150910,1,1,1,0,0
20150911,1,-1,1,-1,0
20150914,0,0,0,0,0
20150915,0,-1,0,-1,0
20150916,1,-1,0,0,0
20150917,-1,-1,-1,-1,0
20150918,0,1,1,-1,0
20150921,0,-1,1,0,0
20150922,1,1,1,0,0
20150923,1,-1,-1,-1,1
20150924,1,-1,-1,1,0
20150925,1,0,-1,0,0
20150928,1,0,-1,0,0
20150929,0,-1,-1,1,0
20150930,-1,-1,-1,-1,-1
20151001,1,0,-1,-1,-1
20151002,-1,0,-1,-1,-1
20151005,-1,-1,-1,-1,1
20151006,1,1,-1,1,1
20151007,-1,0,1,0,0
20151008,0,0,0,-1,1
20151009,-1,-1,1,0,0
20151013,-1,1,1,1,0
20151014,-1,0,1,-1,1
20151015,-1,1,0,-1,0
20151016,-1,0,-1,-1,-1
20151019,0,0,-1,-1,0
20151020,-1,-1,-1,-1,-1
20151021,-1,1,-1,-1,0
20151022,0,-1,-1,0,-1
20151023,-1,-1,-1,-1,-1
20151026,0,0,0,-1,-1
20151027,0,-1,0,0,1
20151028,-1,1,1,-1,-1
20151029,-1,-1,-1,0,0
20151030,-1,-1,-1,0,0
20151102,0,0,0,0,1
20151103,0,0,-1,-1,-1
20151104,0,1,1,1,0
20151105,-1,1,-1,-1,0
20151106,0,-1,0,0,0
20151109,0,1,-1,1,-1
20151110,-1,1,0,1,0
20151112,1,-1,-1,-1,0
20151113,0,1,-1,1,-1
20151116,0,1,0,0,-1
20151117,-1,1,-1,-1,-1
20151118,0,1,-1,0,-1
20151119,0,1,0,0,-1
20151120,-1,-1,0,-1,-1
20151123,0,0,0,0,-1
20151124,1,0,0,0,-1
20151125,-1,-1,0,0,0
20151127,-1,0,0,1,0
20151130,1,0,0,0,1
20151201,-1,-1,0,0,-1
20151202,0,-1,0,-1,0
20151203,0,0,0,-1,0
20151204,0,-1,-1,1,0
20151207,1,-1,-1,0,0
20151208,1,0,-1,-1,1
20151209,1,0,0,-1,0
20151210,1,0,0,-1,1
20151211,1,1,-1,0,0
20151214,0,0,-1,1,1
20151215,0,-1,0,0,-1
20151216,0,-1,-1,0,0
20151217,1,-1,1,0,-1
20151218,1,-1,-1,-1,-1
20151221,1,0,-1,1,0
20151222,1,0,-1,0,-1
20151223,0,-1,-1,-1,-1
20151224,-1,-1,-1,0,0
20151228,1,0,-1,0,1
20151229,0,-1,-1,1,0
20151230,0,0,-1,1,-1
20151231,0,1,-1,-1,0
20160104,1,0,-1,1,0
20160105,0,1,-1,1,1
20160106,1,-1,-1,-1,0
20160107,-1,1,1,1,1
20160108,0,1,1,1,0
20160111,-1,0,0,1,1
20160112,0,-1,0,1,1
20160113,0,0,-1,0,1
20160114,0,1,-1,1,0
20160115,1,1,0,1,1
20160119,0,1,1,-1,-1
20160120,1,-1,1,1,0
20160121,1,0,1,0,0
20160122,1,-1,0,1,0
20160125,1,0,0,-1,1
20160126,-1,-1,0,1,-1
20160127,0,-1,1,1,1
20160128,-1,-1,1,1,-1
20160129,-1,-1,1,1,-1
20160201,0,1,1,1,0
20160202,0,1,1,-1,-1
20160203,0,0,1,0,1
20160204,0,-1,1,1,1
20160205,1,0,-1,0,1
20160208,0,1,0,0,-1
20160209,0,-1,0,0,-1
20160210,1,-1,-1,0,-1
20160211,0,-1,1,-1,-1
20160212,-1,-1,1,-1,-1
20160216,1,-1,0,-1,0
20160217,1,1,0,-1,-1
20160218,1,-1,0,-1,-1
20160219,1,0,0,-1,-1
20160222,-1,1,0,1,-1
20160223,1,1,0,1,1
20160224,0,1,0,0,1
20160225,0,-1,0,1,-1
20160226,-1,0,1,0,1
20160229,1,0,0,-1,-1
20160301,1,0,0,-1,0
20160302,-1,1,0,-1,0
20160303,0,1,0,-1,0
20160304,0,0,0,-1,-1
20160307,0,-1,0,-1,1
20160308,1,1,0,0,1
20160309,0,1,0,-1,1
20160310,1,-1,0,-1,1
20160311,0,0,0,1,0
20160314,1,1,0,-1,0
20160315,0,-1,0,-1,1
20160316,1,-1,0,-1,-1
20160317,1,-1,0,1,-1
20160318,-1,-1,0,-1,0
20160321,-1,0,0,-1,1
20160322,1,1,0,-1,1
