Date,Price,Signal_0.5,Signal_1,Signal_2
20130201,34.2,-1,0,0
20130204,33.89,1,0,0
20130205,34.18,-1,-1,0
20130206,34.12,0,0,0
20130207,34.61,0,0,0
20130208,34.69,0,0,0
20130211,34.75,1,1,0
20130212,34.66,0,0,0
20130213,34.78,0,0,0
20130214,34.11,-1,-1,0
20130215,34.38,1,1,1
20130219,34.77,0,0,0
20130220,34.89,0,0,0
20130221,35.2,-1,0,0
20130222,35.32,1,1,1
20130225,34.65,1,1,1
20130226,34.3,-1,0,0
20130227,34.07,0,0,0
20130228,33.55,-1,-1,0
20130301,33.49,-1,-1,0
20130304,33.93,-1,-1,0
20130305,34.24,0,0,0
20130306,34.13,-1,-1,0
20130307,33.96,0,0,0
20130308,34,-1,0,0
20130311,34.26,-1,-1,0
20130312,34.16,-1,-1,0
20130313,33.93,-1,0,0
20130314,33.8,1,0,0
20130315,33.68,1,1,1
20130318,33.47,-1,0,0
20130319,33.69,1,1,0
20130320,34.04,-1,-1,0
20130321,33.86,0,0,0
20130322,33.91,-1,0,0
20130325,33.88,0,0,0
20130326,34.36,-1,-1,0
20130327,34.41,1,1,0
20130328,34.39,1,0,0
20130401,34.3,1,0,0
20130402,35.2,-1,0,0
20130403,34.82,-1,0,0
20130404,35.16,-1,0,0
20130405,34.84,0,0,0
20130408,35.26,0,0,0
20130409,35.48,0,0,0
20130410,35.66,-1,0,0
20130411,35.62,0,0,0
20130412,35.91,0,0,0
20130415,34.81,1,0,0
20130416,35.38,0,0,0
20130417,35.14,-1,0,0
20130418,34.68,0,0,0
20130419,35.02,-1,0,0
20130422,35.28,1,1,1
20130423,35.53,0,0,0
20130424,35.53,1,1,0
20130425,35.94,0,0,0
20130426,36.07,0,0,0
20130429,36.61,0,0,0
20130430,36.51,0,0,0
20130501,36.32,0,0,0
20130502,36.65,0,0,0
20130503,36.51,-1,0,0
20130506,36.08,0,0,0
20130507,36.47,-1,0,0
20130508,36.52,0,0,0
20130509,36.35,1,1,0
20130510,36.68,1,0,0
20130513,36.92,0,0,0
20130514,37.06,0,0,0
20130515,37.46,0,0,0
20130516,37.18,0,0,0
20130517,37.44,-1,-1,0
20130520,37.34,1,1,0
20130521,36.92,-1,-1,0
20130522,36.9,1,1,0
20130523,36.86,1,0,0
20130524,37.09,-1,0,0
20130528,37.07,1,0,0
20130529,36.44,-1,-1,0
20130530,36.43,-1,0,0
20130531,36.1,0,0,0
20130603,36.46,0,0,0
20130604,36.21,1,1,0
20130605,35.71,-1,-1,0
20130606,35.81,-1,0,0
20130607,36.15,-1,-1,0
20130610,36.23,-1,-1,0
20130611,36.16,-1,-1,0
20130612,35.6,1,1,0
20130613,35.76,0,0,0
20130614,35.58,-1,0,0
20130617,35.79,-1,0,0
20130618,36.15,-1,0,0
20130619,35.19,-1,0,0
20130620,34.34,1,0,0
20130621,34.93,0,0,0
20130624,34.63,-1,-1,0
20130625,34.93,0,0,0
20130626,35.27,0,0,0
20130627,35.45,1,0,0
20130628,34.99,1,1,0
20130701,35.38,-1,0,0
20130702,35.46,1,0,0
20130703,35.49,-1,0,0
20130705,35.49,0,0,0
20130708,36.04,-1,-1,0
20130709,36.27,-1,0,0
20130710,36.5,0,0,0
20130711,36.86,0,0,0
20130712,36.92,0,0,0
20130715,37.05,0,0,0
20130716,37.23,1,1,1
20130717,37.02,1,0,0
20130718,37,0,0,0
20130719,37.15,0,0,0
20130722,36.88,0,0,0
20130723,35.99,1,0,0
20130724,35.57,1,0,0
20130725,35.91,1,0,0
20130726,35.9,0,0,0
20130729,35.67,0,0,0
20130730,35.56,1,1,1
20130731,35.06,0,0,0
20130801,35.54,1,1,1
20130802,35.68,-1,-1,0
20130805,35.61,-1,0,0
20130806,35.4,1,1,0
20130807,35.2,0,0,0
20130808,35.57,-1,-1,0
20130809,35.37,0,0,0
20130812,35.16,0,0,0
20130813,35.22,1,0,0
20130814,35.06,1,0,0
20130815,34.57,-1,0,0
20130816,34.29,1,0,0
20130819,33.93,0,0,0
20130820,33.77,-1,-1,0
20130821,33.46,-1,-1,0
20130822,33.56,1,0,0
20130823,34.28,-1,0,0
20130826,34.05,-1,0,0
20130827,33.99,0,0,0
20130828,33.6,0,0,0
20130829,33.94,-1,0,0
20130830,33.88,-1,0,0
20130903,33.83,0,0,0
20130904,34.17,1,1,1
20130905,34.25,-1,0,0
20130906,34.4,-1,0,0
20130909,34.59,-1,0,0
20130910,34.98,0,0,0
20130911,35.41,-1,-1,0
20130912,34.54,1,1,0
20130913,34.84,0,0,0
20130916,35.13,1,0,0
20130917,35.36,0,0,0
20130918,35.79,0,0,0
20130919,35.8,0,0,0
20130920,35.55,1,0,0
20130923,35.25,0,0,0
20130924,35.08,-1,0,0
20130925,34.79,-1,0,0
20130926,35,-1,-1,0
20130927,34.71,1,1,1
20130930,34.35,1,1,1
20131001,34.71,1,0,0
20131002,34.75,0,0,0
20131003,34.7,0,0,0
20131004,34.65,1,1,1
20131007,34.75,0,0,0
20131008,34.68,0,0,0
20131009,34.45,0,0,0
20131010,35.48,-1,0,0
20131011,35.54,0,0,0
20131015,35.33,1,1,1
20131016,35.69,-1,0,0
20131017,35.62,0,0,0
20131018,35.86,0,0,0
20131021,36.02,0,0,0
20131022,36.41,-1,0,0
20131023,36.38,0,0,0
20131024,35.96,0,0,0
20131025,36.25,-1,0,0
20131028,36.81,0,0,0
20131029,37.43,-1,0,0
20131030,37.06,0,0,0
20131031,37.23,0,0,0
20131101,37.33,-1,0,0
20131104,37.43,1,0,0
20131105,37.54,0,0,0
20131106,37.82,0,0,0
20131107,37.5,-1,0,0
20131108,37.55,1,1,0
20131112,37.31,-1,-1,0
20131113,37.58,-1,0,0
20131114,37.7,-1,0,0
20131115,38,-1,-1,0
20131118,38.03,0,0,0
20131119,37.83,0,0,0
20131120,37.61,1,1,0
20131121,37.14,0,0,0
20131122,37.27,1,1,0
20131125,37.12,-1,0,0
20131126,37,-1,0,0
20131127,37.15,-1,0,0
20131129,36.98,1,1,1
20131202,36.95,1,1,1
20131203,37.17,0,0,0
20131204,37.23,0,0,0
20131205,36.96,-1,0,0
20131206,37.46,-1,0,0
20131209,37.69,0,0,0
20131210,37.32,-1,0,0
20131211,37.67,-1,0,0
20131212,37.2,-1,0,0
20131213,37.1,-1,0,0
20131216,37.24,0,0,0
20131217,37.45,-1,0,0
20131218,38.16,0,0,0
20131219,38.22,-1,0,0
20131220,38.57,-1,-1,0
20131223,38.14,0,0,0
20131224,38.08,1,1,0
20131226,38.25,1,0,0
20131227,38.31,1,1,1
20131230,38.36,0,0,0
20131231,38.39,0,0,0
20140102,37.9,0,0,0
20140103,37.72,1,1,0
20140106,37.28,0,0,0
20140107,37.28,1,0,0
20140108,37.13,1,0,0
20140109,37.25,-1,0,0
20140110,37.26,0,0,0
20140113,37.09,1,1,1
20140114,36.98,0,0,0
20140115,36.9,-1,0,0
20140116,37.3,1,0,0
20140117,37.03,1,1,1
20140121,37.37,1,1,1
20140122,37.5,1,1,0
20140123,37.37,0,0,0
20140124,37.3,0,0,0
20140127,36.83,-1,-1,0
20140128,36.85,1,1,0
20140129,36.43,0,0,0
20140130,35.35,0,0,0
20140131,35.22,1,1,0
20140203,34.11,0,0,0
20140204,34.43,-1,0,0
20140205,34,0,0,0
20140206,34.71,-1,0,0
20140207,35.3,0,0,0
20140210,35.19,-1,0,0
20140211,35.14,1,1,1
20140212,34.93,1,0,0
20140213,35.28,0,0,0
20140214,35.57,-1,-1,0
20140218,35.46,1,0,0
20140219,35.16,0,0,0
20140220,35.53,1,0,0
20140221,35.37,-1,0,0
20140224,35.38,0,0,0
20140225,35.57,-1,0,0
20140226,35.44,-1,0,0
20140227,35.87,-1,0,0
20140228,36.26,-1,0,0
20140303,36.45,-1,-1,0
20140304,37.07,-1,0,0
20140305,36.95,-1,-1,0
20140306,36.89,-1,0,0
20140307,36.81,-1,0,0
20140310,36.86,-1,0,0
20140311,36.76,-1,-1,0
20140312,36.14,1,0,0
20140313,35.97,0,0,0
20140314,36.34,0,0,0
20140317,36.38,-1,0,0
20140318,36.59,-1,0,0
20140319,36.02,0,0,0
20140320,36.35,0,0,0
20140321,36.45,-1,0,0
20140324,36.69,-1,0,0
20140325,36.91,-1,0,0
20140326,37.25,-1,0,0
20140327,37.23,-1,0,0
20140328,37.12,1,0,0
20140331,37.43,0,0,0
20140401,37.39,1,0,0
20140402,37.58,-1,0,0
20140403,37.59,0,0,0
20140404,37.57,0,0,0
20140407,37.65,1,0,0
20140408,37.89,1,1,1
20140409,38.14,1,1,1
20140410,37.82,-1,0,0
20140411,37.65,0,0,0
20140414,38.25,-1,0,0
20140415,38.21,-1,0,0
20140416,38.36,-1,0,0
20140417,38.45,0,0,0
20140421,38.42,1,1,1
20140422,38.64,0,0,0
20140423,38.31,1,1,0
20140424,38.4,0,0,0
20140425,39.11,-1,0,0
20140428,39.93,-1,0,0
20140429,40.12,0,0,0
20140430,40.11,-1,0,0
20140501,39.83,0,0,0
20140502,39.97,1,1,1
20140505,39.89,0,0,0
20140506,39.76,0,0,0
20140507,40.06,-1,0,0
20140508,40.11,-1,-1,0
20140509,40.2,0,0,0
20140512,40.37,0,0,0
20140513,40.61,0,0,0
20140514,40.33,1,0,0
20140515,40.05,1,1,0
20140516,40.69,0,0,0
20140519,40.21,-1,0,0
20140520,40.03,-1,0,0
20140521,40.64,-1,-1,0
20140522,40.68,-1,0,0
20140523,40.68,-1,0,0
20140527,40.77,0,0,0
20140528,40.77,0,0,0
20140529,41.31,-1,0,0
20140530,41.56,0,0,0
20140602,41.25,-1,0,0
20140603,41.24,0,0,0
20140604,41.23,-1,0,0
20140605,41.29,-1,0,0
20140606,41.39,-1,0,0
20140609,41.61,-1,-1,0
20140610,42.35,-1,-1,0
20140611,42.59,-1,-1,0
20140612,41.28,-1,-1,0
20140613,41.45,-1,0,0
20140616,41.81,-1,0,0
20140617,41.68,0,0,0
20140618,42.35,-1,0,0
20140619,43.07,0,0,0
20140620,43.12,0,0,0
20140623,42.69,-1,0,0
20140624,42.35,1,1,1
20140625,42.03,1,1,1
20140626,41.9,0,0,0
20140627,41.82,1,1,1
20140630,41.94,1,1,1
20140701,41.83,1,0,0
20140702,41.87,-1,0,0
20140703,42.39,-1,0,0
20140707,42.62,0,0,0
20140708,42.71,0,0,0
20140709,42.8,-1,0,0
20140710,42.95,0,0,0
20140711,43.43,1,1,0
20140714,43.35,0,0,0
20140715,41.76,1,0,0
20140716,41.82,0,0,0
20140717,41.58,1,0,0
20140718,42.17,-1,0,0
20140721,42.01,0,0,0
20140722,41.93,0,0,0
20140723,41.72,-1,0,0
20140724,42.04,-1,0,0
20140725,41.74,-1,0,0
20140728,41.65,0,0,0
20140729,41.54,-1,0,0
20140730,41.12,0,0,0
20140731,40.6,0,0,0
20140801,40.5,1,0,0
20140804,40.73,-1,0,0
20140805,40.57,0,0,0
20140806,41.43,-1,0,0
20140807,41.15,1,1,1
20140808,41.63,-1,0,0
20140811,42.01,0,0,0
20140812,41.96,0,0,0
20140813,42.07,0,0,0
20140814,42.26,0,0,0
20140815,42.2,-1,0,0
20140818,42.5,0,0,0
20140819,42.7,0,0,0
20140820,42.46,-1,0,0
20140821,42.58,0,0,0
20140822,42.59,0,0,0
20140825,42.77,0,0,0
20140826,42.86,1,0,0
20140827,42.82,0,0,0
20140828,42.91,-1,-1,0
20140829,43.08,-1,0,0
20140902,43.19,0,0,0
20140903,43.22,1,0,0
20140904,43.14,0,0,0
20140905,43.39,0,0,0
20140908,43.49,-1,0,0
20140909,43.65,0,0,0
20140910,43.86,-1,-1,0
20140911,43.19,0,0,0
20140912,43.16,1,0,0
20140915,44.27,0,0,0
20140916,44.36,0,0,0
20140917,44.61,0,0,0
20140918,44.74,-1,0,0
20140919,44.99,-1,-1,0
20140922,45.35,-1,-1,0
20140923,44.82,1,0,0
20140924,45.7,1,0,0
20140925,45.11,1,1,1
20140926,45.81,-1,-1,0
20140929,46.04,1,1,1
20140930,45.94,1,1,0
20141001,45.77,1,1,1
20141002,45.47,1,1,0
20141003,46.19,-1,-1,0
20141006,46.51,-1,0,0
20141007,46.05,1,1,1
20141008,46.8,0,0,0
20141009,46.37,-1,0,0
20141010,46.72,0,0,0
20141014,46.18,1,1,1
20141015,45.53,1,1,1
20141016,45.17,0,0,0
20141017,45.66,-1,0,0
20141020,46.42,0,0,0
20141021,47.02,-1,0,0
20141022,47.06,0,0,0
20141023,47.13,0,0,0
20141024,47.49,0,0,0
20141027,47.64,-1,0,0
20141028,47.53,0,0,0
20141029,47.57,1,0,0
20141030,47.5,0,0,0
20141031,48.34,-1,0,0
20141103,48.92,-1,0,0
20141104,49.42,0,0,0
20141105,49.75,0,0,0
20141106,49.56,1,0,0
20141107,49.87,-1,0,0
20141110,49.87,0,0,0
20141112,49.33,-1,0,0
20141113,49.45,0,0,0
20141114,48.78,0,0,0
20141117,49.05,-1,0,0
20141118,49.27,0,0,0
20141119,49.14,-1,0,0
20141120,48.83,-1,0,0
20141121,49.24,0,0,0
20141124,49.25,-1,0,0
20141125,49.46,-1,0,0
20141126,49.72,1,0,0
20141128,50.26,-1,0,0
20141201,50.3,0,0,0
20141202,50.56,0,0,0
20141203,51.19,-1,0,0
20141204,50.94,0,0,0
20141205,51.07,-1,0,0
20141208,50.93,0,0,0
20141209,50.7,0,0,0
20141210,49.99,-1,0,0
20141211,50.21,0,0,0
20141212,49.65,0,0,0
20141215,49.51,-1,0,0
20141216,49.33,0,0,0
20141217,49.94,-1,-1,0
20141218,51.27,0,0,0
20141219,50.56,-1,-1,0
20141222,50.2,0,0,0
20141223,50.53,-1,0,0
20141224,50.36,1,1,1
20141226,50.6,0,0,0
20141229,50.23,1,1,1
20141230,49.83,0,0,0
20141231,49.27,0,0,0
20150102,48.97,0,0,0
20150105,48.69,0,0,0
20150106,48.98,0,0,0
20150107,49.88,0,0,0
20150108,50.72,0,0,0
20150109,50.6,0,0,0
20150112,50.92,1,1,0
20150113,51.32,0,0,0
20150114,51.73,0,0,0
20150115,52.47,-1,0,0
20150116,53.05,-1,0,0
20150120,53.83,0,0,0
20150121,54.27,0,0,0
20150122,54.66,0,0,0
20150123,54.19,0,0,0
20150126,54.44,0,0,0
20150127,54.56,1,1,0
20150128,54.01,1,0,0
20150129,54.39,0,0,0
20150130,53.1,1,1,0
20150202,53.8,0,0,0
20150203,54.26,-1,0,0
20150204,54.03,1,1,0
20150205,53.67,0,0,0
20150206,53.33,0,0,0
20150209,53.16,0,0,0
20150210,53.77,0,0,0
20150211,54.76,-1,0,0
20150212,55.54,-1,-1,0
20150213,54.76,1,0,0
20150217,55.14,-1,-1,0
20150218,55.24,-1,0,0
20150219,55.48,0,0,0
20150220,55.61,0,0,0
20150223,55.51,0,0,0
20150224,55.72,0,0,0
20150225,55.64,0,0,0
20150226,56.09,-1,-1,0
20150227,56.29,-1,0,0
20150302,56.5,1,1,0
20150303,56.46,0,0,0
20150304,55.79,0,0,0
20150305,55.5,-1,0,0
20150306,53.37,0,0,0
20150309,53.83,1,1,0
20150310,53.2,-1,0,0
20150311,52.22,-1,-1,0
20150312,52.01,-1,0,0
20150313,51.39,0,0,0
20150316,52.09,0,0,0
20150317,51.62,1,1,1
20150318,51.34,-1,0,0
20150319,51.27,1,1,0
20150320,51.42,0,0,0
20150323,51.62,0,0,0
20150324,51.11,1,1,1
20150325,50.15,-1,0,0
20150326,50,-1,0,0
20150327,50.34,0,0,0
20150330,50.53,-1,0,0
20150331,50.02,-1,-1,0
20150401,50.3,0,0,0
20150402,51.19,-1,0,0
20150406,51.49,-1,0,0
20150407,51.7,0,0,0
20150408,51.62,0,0,0
20150409,51.86,-1,0,0
20150410,52.51,-1,0,0
20150413,51.77,1,0,0
20150414,52.12,1,1,0
20150415,51.61,1,0,0
20150416,52.05,-1,0,0
20150417,51.75,0,0,0
20150420,52.63,-1,0,0
20150421,52.1,-1,0,0
20150422,52.12,0,0,0
20150423,52.35,1,0,0
20150424,52.07,-1,0,0
20150427,51.4,0,0,0
20150428,51.71,-1,0,0
20150429,50.2,0,0,0
20150430,50.05,0,0,0
20150501,50.66,0,0,0
20150504,50.68,0,0,0
20150505,50.35,1,0,0
20150506,50.68,1,0,0
20150507,51.24,-1,-1,0
20150508,52.17,-1,0,0
20150511,51.34,0,0,0
20150512,51.15,1,1,1
20150513,51,1,1,0
20150514,52.6,-1,0,0
20150515,52.82,-1,0,0
20150518,51.95,1,1,0
20150519,51.78,-1,0,0
20150520,51.8,0,0,0
20150521,51.64,-1,0,0
20150522,51.23,0,0,0
20150526,51.28,0,0,0
20150527,51.83,-1,0,0
20150528,51.62,-1,-1,0
20150529,51.2,-1,0,0
20150601,51.2,0,0,0
20150602,50.63,1,1,0
20150603,50.35,-1,0,0
20150604,49.88,0,0,0
20150605,48.21,1,0,0
20150608,48.32,0,0,0
20150609,48.56,0,0,0
20150610,49.22,-1,-1,0
20150611,48.33,1,1,1
20150612,48.04,1,1,0
20150615,47.54,1,1,1
20150616,48.02,-1,0,0
20150617,48.56,0,0,0
20150618,49.46,0,0,0
20150619,49.32,0,0,0
20150622,49.79,0,0,0
20150623,49.08,1,1,1
20150624,48.97,-1,0,0
20150625,49.16,0,0,0
20150626,49.48,-1,0,0
20150629,48.67,0,0,0
20150630,48.91,0,0,0
20150701,49.1,0,0,0
20150702,48.99,0,0,0
20150706,49.87,0,0,0
20150707,51.68,-1,0,0
20150708,51.03,1,1,0
20150709,50.95,0,0,0
20150710,51.31,0,0,0
20150713,51.33,0,0,0
20150714,51.35,-1,-1,0
20150715,51.23,-1,0,0
20150716,52.91,-1,0,0
20150717,53.22,-1,0,0
20150720,53.71,-1,0,0
20150721,53.55,0,0,0
20150722,53.96,0,0,0
20150723,53.82,-1,0,0
20150724,53.79,-1,0,0
20150727,53.95,-1,0,0
20150728,55.25,0,0,0
20150729,54.4,1,1,1
20150730,54.2,0,0,0
20150731,54.38,0,0,0
20150803,54.66,1,1,0
20150804,54.92,1,0,0
20150805,55.47,-1,0,0
20150806,55.57,0,0,0
20150807,55.49,-1,0,0
20150810,55.71,0,0,0
20150811,55.73,-1,0,0
20150812,55.74,0,0,0
20150813,55.57,0,0,0
20150814,55.76,0,0,0
20150817,55.67,-1,0,0
20150818,55.2,1,1,0
20150819,54.81,0,0,0
20150820,54.73,1,1,0
20150821,53.94,0,0,0
20150824,52.14,1,0,0
20150825,51.82,0,0,0
20150826,53.21,0,0,0
20150827,53.71,0,0,0
20150828,54.17,-1,-1,0
20150831,53.58,0,0,0
20150901,52.03,1,1,0
20150902,53.13,1,0,0
20150903,53.59,1,1,0
20150904,52.38,0,0,0
20150908,53.49,-1,-1,0
20150909,53.02,-1,-1,0
20150910,53.27,-1,-1,0
20150911,52.59,0,0,0
20150914,52.45,0,0,0
20150915,54.11,-1,-1,0
20150916,55.36,-1,0,0
20150917,54.69,0,0,0
20150918,54.05,-1,0,0
20150921,54.79,-1,-1,0
20150922,54.2,-1,0,0
20150923,54.4,-1,0,0
20150924,54.61,-1,0,0
20150925,54.79,-1,0,0
20150928,54.63,0,0,0
20150929,54.23,-1,-1,0
20150930,54.4,1,0,0
20151001,54.22,1,1,0
20151002,54.86,-1,0,0
20151005,55.73,-1,0,0
20151006,55.41,0,0,0
20151007,55.9,1,1,1
20151008,56.37,0,0,0
20151009,56.81,-1,-1,0
20151013,57.62,-1,0,0
20151014,57.55,-1,0,0
20151015,57.87,1,1,0
20151016,58.72,-1,0,0
20151019,59.66,0,0,0
20151020,59.74,0,0,0
20151021,59.84,0,0,0
20151022,61.4,0,0,0
20151023,61.05,-1,0,0
20151026,61.4,0,0,0
20151027,61.06,1,0,0
20151028,61.44,1,0,0
20151029,61.53,0,0,0
20151030,60.47,-1,0,0
20151102,60.5,1,1,1
20151103,57.85,1,1,1
20151104,58.03,-1,0,0
20151105,58.05,0,0,0
20151106,57.09,0,0,0
20151109,57.08,0,0,0
20151110,56.79,0,0,0
20151112,56.76,0,0,0
20151113,56.28,-1,0,0
20151116,56.77,-1,-1,0
20151117,56.68,-1,0,0
20151118,57.06,0,0,0
20151119,57.46,-1,-1,0
20151120,57.13,-1,0,0
20151123,57.62,-1,0,0
20151124,57.57,0,0,0
20151125,57.5,0,0,0
20151127,57.75,0,0,0
20151130,57.6,1,1,0
20151201,57.89,0,0,0
20151202,57.84,0,0,0
20151203,57.09,0,0,0
20151204,58.51,0,0,0
20151207,58.27,-1,-1,0
20151208,58.23,0,0,0
20151209,57.33,0,0,0
20151210,57.18,0,0,0
20151211,56.46,1,1,0
20151214,57.52,0,0,0
20151215,57.34,-1,0,0
20151216,58.95,0,0,0
20151217,58.43,0,0,0
20151218,57.13,-1,-1,0
20151221,57.44,-1,-1,-1
20151222,57.77,0,0,0
20151223,58.43,0,0,0
20151224,58.29,1,1,1
20151228,58.27,1,0,0
20151229,58.92,1,0,0
20151230,58.8,1,0,0
20151231,58.21,1,1,0
20160104,57.39,1,0,0
20160105,58.55,0,0,0
20160106,59.17,0,0,0
20160107,58.14,1,0,0
20160108,58.24,0,0,0
20160111,59.46,-1,-1,0
20160112,59.38,0,0,0
20160113,57.78,0,0,0
20160114,58.22,0,0,0
20160115,57.2,1,0,0
20160119,58.4,0,0,0
20160120,57.22,-1,0,0
20160121,57.45,-1,-1,0
20160122,58.28,-1,-1,0
20160125,58.4,1,0,0
20160126,58.96,0,0,0
20160127,58.96,0,0,0
20160128,59.63,0,0,0
20160129,61.11,0,0,0
20160201,60.94,1,1,0
20160202,60.49,0,0,0
20160203,59.84,1,1,0
20160204,59.48,0,0,0
20160205,59.8,1,1,0
20160208,60.12,1,0,0
20160209,60.45,0,0,0
20160210,60.05,1,1,1
20160211,59.99,-1,-1,0
20160212,59.97,0,0,0
20160216,60.3,-1,-1,0
20160217,60.4,0,0,0
20160218,60.62,1,1,0
20160219,60.56,-1,-1,0
20160222,61.21,0,0,0
20160223,61.52,1,1,0
20160224,61.36,1,1,0
20160225,62.38,-1,0,0
20160226,61.54,0,0,0
20160229,61.57,0,0,0
20160301,61.73,1,0,0
20160302,61.5,1,1,1
20160303,62.23,0,0,0
20160304,62.98,-1,0,0
20160307,61.81,-1,0,0
20160308,62.3,-1,0,0
20160309,62.81,-1,0,0
20160310,63,-1,-1,0
20160311,62.01,1,0,0
20160314,62.01,1,1,1
20160315,61.86,1,1,1
20160316,62.07,0,0,0
20160317,62.33,-1,0,0
20160318,61.54,1,0,0
20160321,61.72,0,0,0
20160322,61,0,0,0
20160323,61.41,0,0,0
20160324,60.88,0,0,0
20160328,61.63,0,0,0
20160329,62.03,0,0,0
20160330,62.58,0,0,0
20160331,62.66,-1,0,0
20160401,63.06,-1,0,0
20160404,63.23,0,0,0
20160405,62.93,0,0,0
20160406,63.56,0,0,0
20160407,63.41,0,0,0
20160408,63.8,0,0,0
20160411,63.31,0,0,0
20160412,63.82,0,0,0
20160413,62.07,0,0,0
20160414,61.59,-1,0,0
20160415,61.68,0,0,0
20160418,62.17,0,0,0
20160419,61.71,0,0,0
20160420,61.48,0,0,0
20160421,60.18,0,0,0
20160422,60.52,-1,0,0
20160425,61.22,-1,0,0
20160426,61.35,0,0,0
20160427,61.55,0,0,0
20160428,62.19,-1,-1,0
20160429,62.71,0,0,0
20160502,63.12,0,0,0
20160503,63.2,1,1,0
20160504,63.23,0,0,0
20160505,62.84,1,1,1
20160506,62.93,0,0,0
20160509,63.66,0,0,0
20160510,64.6,-1,0,0
20160511,64.61,0,0,0
20160512,65.02,-1,0,0
20160513,64.58,0,0,0
20160516,64.76,-1,0,0
20160517,63.88,0,0,0
20160518,62.99,0,0,0
20160519,63.35,-1,0,0
20160520,62.96,0,0,0
20160523,63.24,0,0,0
20160524,63.79,0,0,0
20160525,63.92,0,0,0
20160526,64,1,1,0
20160527,63.96,0,0,0
20160531,63.64,1,1,0
20160601,64.35,1,1,0
20160602,64.31,-1,0,0
20160603,65.3,0,0,0
20160606,65.2,0,0,0
20160607,65.1,0,0,0
20160608,65.62,0,0,0
20160609,65.86,0,0,0
20160610,66.13,-1,0,0
20160613,64.84,1,1,1
20160614,65.3,0,0,0
20160615,65.33,1,0,0
20160616,65.95,0,0,0
20160617,65.4,0,0,0
20160620,65.88,1,0,0
20160621,66.18,-1,0,0
20160622,66.15,1,1,1
20160623,66.31,1,0,0
20160624,67.02,-1,0,0
20160627,67.93,0,0,0
20160628,67.91,0,0,0
20160629,67.83,1,1,0
20160630,68.96,1,0,0
20160701,69.02,0,0,0
20160705,69.61,0,0,0
20160706,69.72,-1,0,0
20160707,69.3,0,0,0
20160708,69.83,-1,0,0
20160711,69.87,-1,0,0
20160712,68.87,0,0,0
20160713,69.08,-1,-1,0
20160714,68.92,-1,0,0
20160715,69.41,-1,0,0
20160718,69.17,0,0,0
20160719,69.22,0,0,0
20160720,69.01,-1,0,0
20160721,68.73,-1,0,0
20160722,68.86,-1,-1,0
20160725,68.8,0,0,0
20160726,67.93,0,0,0
20160727,66.75,0,0,0
