Date,Price,Signal_0.5,Signal_1,Signal_2
20130318,38.76,0,0,0
20130319,39.33,-1,0,0
20130320,39.87,-1,0,0
20130321,40.07,-1,0,0
20130322,40.04,0,0,0
20130325,40.12,-1,-1,0
20130326,40.69,-1,-1,0
20130327,40.22,-1,0,0
20130328,40.44,0,0,0
20130401,40.45,1,1,1
20130402,40.72,-1,-1,0
20130403,40.17,1,1,0
20130404,40.54,0,0,0
20130405,40.08,0,0,0
20130408,40.86,0,0,0
20130409,40.71,-1,0,0
20130410,41.07,-1,-1,0
20130411,41.18,-1,-1,0
20130412,41.08,0,0,0
20130415,40.09,1,1,1
20130416,42.37,0,0,0
20130417,42.55,-1,0,0
20130418,42.1,0,0,0
20130419,42.66,-1,0,0
20130422,42.72,1,1,1
20130423,42.7,1,1,1
20130424,42.15,0,0,0
20130425,42.35,0,0,0
20130426,42.1,1,1,1
20130429,42.24,-1,0,0
20130430,42.33,1,1,0
20130501,42.21,1,1,1
20130502,41.96,1,1,0
20130503,42.24,0,0,0
20130506,42.08,1,1,0
20130507,42.7,-1,0,0
20130508,42.46,0,0,0
20130509,42.12,1,1,0
20130510,42.15,0,0,0
20130513,42.19,-1,-1,0
20130514,42.52,-1,0,0
20130515,42.92,-1,0,0
20130516,43.09,-1,0,0
20130517,42.97,-1,0,0
20130520,42.38,0,0,0
20130521,42.34,0,0,0
20130522,42.25,0,0,0
20130523,41.93,0,0,0
20130524,42.24,0,0,0
20130528,42.55,0,0,0
20130529,41.4,-1,0,0
20130530,40.77,0,0,0
20130531,39.99,0,0,0
20130603,40.81,-1,0,0
20130604,41.42,1,0,0
20130605,40.65,0,0,0
20130606,40.79,0,0,0
20130607,41.41,0,0,0
20130610,41.18,0,0,0
20130611,40.79,-1,-1,0
20130612,40.39,0,0,0
20130613,40.41,-1,0,0
20130614,40.34,1,1,0
20130617,40.68,0,0,0
20130618,40.93,1,1,1
20130619,40.41,1,1,0
20130620,39.13,1,1,0
20130621,39.76,1,1,0
20130624,39.53,-1,0,0
20130625,39.72,0,0,0
20130626,40.33,0,0,0
20130627,40.26,1,1,1
20130628,40.11,-1,0,0
20130701,40.46,0,0,0
20130702,40.37,0,0,0
20130703,40.49,-1,-1,0
20130705,40.52,1,0,0
20130708,40.54,1,0,0
20130709,40.83,-1,-1,0
20130710,40.68,1,1,1
20130711,41.03,0,0,0
20130712,41.03,0,0,0
20130715,41.01,0,0,0
20130716,40.23,0,0,0
20130717,40.84,0,0,0
20130718,40.81,0,0,0
20130719,41.09,-1,0,0
20130722,40.84,0,0,0
20130723,40.96,0,0,0
20130724,40.86,1,0,0
20130725,40.84,-1,0,0
20130726,40.64,0,0,0
20130729,40.28,1,1,0
20130730,40.32,0,0,0
20130731,40.08,0,0,0
20130801,40.57,0,0,0
20130802,40.22,-1,0,0
20130805,40.29,-1,0,0
20130806,40.37,-1,-1,0
20130807,40.15,0,0,0
20130808,40.2,1,1,0
20130809,40.16,0,0,0
20130812,39.83,-1,0,0
20130813,39.65,0,0,0
20130814,39.53,-1,0,0
20130815,39.09,0,0,0
20130816,39.05,1,1,0
20130819,38.78,-1,-1,0
20130820,38.65,1,1,0
20130821,38.28,0,0,0
20130822,38.31,0,0,0
20130823,38.52,-1,0,0
20130826,38.12,1,0,0
20130827,38.15,-1,0,0
20130828,38.35,-1,-1,0
20130829,38.1,-1,-1,0
20130830,38.18,-1,0,0
20130903,37.9,1,1,0
20130904,38.54,-1,0,0
20130905,38.24,-1,0,0
20130906,38.35,-1,0,0
20130909,38.52,0,0,0
20130910,38.63,1,1,0
20130911,38.78,-1,-1,-1
20130912,38.44,-1,0,0
20130913,38.69,0,0,0
20130916,38.86,0,0,0
20130917,38.79,1,1,0
20130918,39.59,-1,-1,0
20130919,39.31,0,0,0
20130920,39.4,1,0,0
20130923,38.63,1,0,0
20130924,38.53,0,0,0
20130925,38.33,0,0,0
20130926,38.74,-1,-1,0
20130927,38.4,-1,0,0
20130930,37.88,1,1,0
20131001,37.95,0,0,0
20131002,37.43,0,0,0
20131003,37.16,-1,-1,0
20131004,37.2,1,0,0
20131007,37.05,1,1,0
20131008,37.28,1,0,0
20131009,37.08,1,1,0
20131010,37.78,-1,0,0
20131011,37.77,-1,-1,0
20131015,37.66,0,0,0
20131016,38,-1,0,0
20131017,38.55,-1,0,0
20131018,38.78,0,0,0
20131021,38.82,-1,0,0
20131022,39.09,-1,0,0
20131023,39.09,0,0,0
20131024,38.8,0,0,0
20131025,39.03,-1,-1,0
20131028,39.61,-1,0,0
20131029,39.8,-1,0,0
20131030,39.62,-1,-1,0
20131031,39.57,0,0,0
20131101,39.61,-1,-1,0
20131104,39.51,1,0,0
20131105,39.5,-1,-1,0
20131106,40.05,0,0,0
20131107,39.83,0,0,0
20131108,40.05,0,0,0
20131112,39.88,-1,-1,0
20131113,40.12,-1,0,0
20131114,40.21,-1,-1,0
20131115,40.22,0,0,0
20131118,40.17,1,0,0
20131119,40.14,-1,0,0
20131120,40.06,0,0,0
20131121,40.43,-1,-1,0
20131122,40.43,-1,-1,0
20131125,40.37,0,0,0
20131126,40.25,-1,-1,-1
20131127,40.19,1,1,1
20131129,40.19,-1,-1,0
20131202,40.08,-1,0,0
20131203,40.35,0,0,0
20131204,40.37,0,0,0
20131205,39.83,0,0,0
20131206,40.46,0,0,0
20131209,40.4,1,1,0
20131210,39.85,1,1,0
20131211,40.13,1,1,1
20131212,39.21,1,0,0
20131213,39.23,1,1,0
20131216,39.27,1,0,0
20131217,39.1,1,1,1
20131218,40.02,0,0,0
20131219,39.86,1,1,0
20131220,40.04,1,0,0
20131223,40.16,0,0,0
20131224,40.19,1,1,1
20131226,40.49,1,1,0
20131227,40.66,0,0,0
20131230,41.09,-1,0,0
20131231,41.31,-1,0,0
20140102,40.66,1,1,0
20140103,40.46,0,0,0
20140106,40.27,0,0,0
20140107,40.39,-1,0,0
20140108,39.94,-1,0,0
20140109,39.73,-1,0,0
20140110,40.13,0,0,0
20140113,39.53,0,0,0
20140114,39.69,-1,-1,0
20140115,39.76,-1,0,0
20140116,39.71,-1,0,0
20140117,39.28,0,0,0
20140121,39.92,-1,0,0
20140122,39.9,0,0,0
20140123,39.24,1,0,0
20140124,38.84,0,0,0
20140127,38.73,0,0,0
20140128,38.87,0,0,0
20140129,37.9,1,1,0
20140130,38.17,1,1,1
20140131,37.82,1,1,0
20140203,37.2,-1,0,0
20140204,37.48,-1,-1,0
20140205,37.61,0,0,0
20140206,38.03,-1,0,0
20140207,37.95,0,0,0
20140210,38.57,1,1,0
20140211,38.64,-1,0,0
20140212,38.51,-1,-1,0
20140213,38.65,-1,0,0
20140214,38.93,0,0,0
20140218,37.47,1,0,0
20140219,37.1,0,0,0
20140220,37.3,1,1,0
20140221,37.18,0,0,0
20140224,37.5,0,0,0
20140225,37.77,1,1,0
20140226,37.87,0,0,0
20140227,38.07,0,0,0
20140228,38.2,0,0,0
20140303,38.12,1,1,0
20140304,38.31,0,0,0
20140305,38.35,-1,0,0
20140306,38.47,-1,0,0
20140307,38.55,-1,0,0
20140310,38.65,0,0,0
20140311,38.8,-1,-1,0
20140312,38.47,-1,0,0
20140313,37.97,0,0,0
20140314,38.17,1,1,1
20140317,38.27,1,0,0
20140318,38.4,1,1,0
20140319,38.14,0,0,0
20140320,38.45,-1,0,0
20140321,38.44,-1,0,0
20140324,38.4,-1,0,0
20140325,38.62,0,0,0
20140326,38.61,1,0,0
20140327,38.82,0,0,0
20140328,38.95,0,0,0
20140331,38.66,0,0,0
20140401,38.41,-1,0,0
20140402,38.33,-1,0,0
20140403,38.07,1,1,0
20140404,38.22,1,1,1
20140407,38.62,-1,0,0
20140408,38.9,-1,-1,0
20140409,38.99,-1,-1,0
20140410,38.89,-1,0,0
20140411,38.63,1,1,0
20140414,38.73,0,0,0
20140415,40.18,-1,0,0
20140416,40.59,1,0,0
20140417,40.72,-1,-1,0
20140421,40.75,-1,-1,0
20140422,40.71,1,1,0
20140423,40.73,-1,-1,0
20140424,40.7,1,0,0
20140425,41.01,0,0,0
20140428,41.03,1,0,0
20140429,40.57,1,0,0
20140430,40.79,1,0,0
20140501,40.78,1,0,0
20140502,40.95,-1,0,0
20140505,40.76,1,1,1
20140506,40.49,0,0,0
20140507,40.91,0,0,0
20140508,40.73,1,0,0
20140509,40.87,-1,0,0
20140512,40.82,-1,0,0
20140513,41.11,-1,0,0
20140514,40.89,0,0,0
20140515,40.52,0,0,0
20140516,40.89,-1,0,0
20140519,40.71,0,0,0
20140520,40.58,-1,0,0
20140521,40.87,0,0,0
20140522,40.58,0,0,0
20140523,40.58,-1,0,0
20140527,40.77,-1,0,0
20140528,40.58,1,1,0
20140529,40.66,0,0,0
20140530,40.91,0,0,0
20140602,40.86,1,0,0
20140603,40.88,0,0,0
20140604,40.79,-1,0,0
20140605,40.89,0,0,0
20140606,40.99,0,0,0
20140609,40.91,-1,0,0
20140610,41.07,-1,-1,0
20140611,40.86,-1,-1,0
20140612,40.42,0,0,0
20140613,40.37,0,0,0
20140616,40.66,-1,0,0
20140617,40.92,0,0,0
20140618,41.56,-1,-1,0
20140619,41.79,-1,0,0
20140620,41.69,1,0,0
20140623,41.73,1,1,0
20140624,41.85,0,0,0
20140625,41.96,0,0,0
20140626,42.03,-1,0,0
20140627,42.19,-1,0,0
20140630,42.36,-1,0,0
20140701,42.29,1,1,0
20140702,42.29,1,1,1
20140703,42.23,1,0,0
20140707,42.14,-1,-1,0
20140708,41.94,1,1,1
20140709,41.95,1,1,0
20140710,42.26,0,0,0
20140711,41.97,0,0,0
20140714,42.38,0,0,0
20140715,42.1,1,0,0
20140716,42.12,0,0,0
20140717,42.02,1,0,0
20140718,42.43,-1,-1,0
20140721,42.4,1,0,0
20140722,41.19,0,0,0
20140723,40.81,0,0,0
20140724,40.97,0,0,0
20140725,41,1,0,0
20140728,40.68,0,0,0
20140729,40.35,0,0,0
20140730,39.62,1,1,0
20140731,39.29,-1,0,0
20140801,39.29,-1,0,0
20140804,39.4,1,1,0
20140805,39.18,0,0,0
20140806,39.92,-1,0,0
20140807,39.35,0,0,0
20140808,39.45,0,0,0
20140811,39.57,-1,0,0
20140812,39.68,1,1,1
20140813,39.94,0,0,0
20140814,40.18,1,0,0
20140815,40.88,-1,0,0
20140818,41.35,-1,0,0
20140819,41.26,-1,0,0
20140820,41.25,1,1,0
20140821,41.41,0,0,0
20140822,41.12,1,0,0
20140825,41.41,0,0,0
20140826,41.6,0,0,0
20140827,41.6,1,1,0
20140828,41.63,-1,0,0
20140829,41.72,1,0,0
20140902,41.64,0,0,0
20140903,41.78,-1,0,0
20140904,41.87,1,0,0
20140905,41.84,0,0,0
20140908,41.78,-1,-1,0
20140909,41.94,-1,0,0
20140910,42.17,-1,-1,0
20140911,41.95,-1,0,0
20140912,41.46,0,0,0
20140915,41.5,1,1,1
20140916,41.64,0,0,0
20140917,41.61,-1,0,0
20140918,41.79,-1,0,0
20140919,42.05,-1,0,0
20140922,42.22,0,0,0
20140923,41.89,0,0,0
20140924,42.27,-1,0,0
20140925,41.78,1,1,0
20140926,42.2,0,0,0
20140929,42.25,1,1,0
20140930,42.66,-1,0,0
20141001,42.74,0,0,0
20141002,42.66,-1,-1,0
20141003,43,-1,0,0
20141006,43.6,-1,0,0
20141007,43.92,0,0,0
20141008,44.55,-1,0,0
20141009,43.87,0,0,0
20141010,44.47,0,0,0
20141014,43.64,0,0,0
20141015,43.23,1,0,0
20141016,42.56,0,0,0
20141017,42.88,0,0,0
20141020,43.29,0,0,0
20141021,40.68,0,0,0
20141022,40.62,0,0,0
20141023,40.86,0,0,0
20141024,41.03,-1,0,0
20141027,40.76,0,0,0
20141028,40.56,-1,0,0
20141029,40.96,-1,-1,0
20141030,41.4,-1,-1,0
20141031,41.88,-1,0,0
20141103,41.81,0,0,0
20141104,41.82,0,0,0
20141105,42.31,0,0,0
20141106,42.29,-1,0,0
20141107,42.32,0,0,0
20141110,42.39,1,0,0
20141112,42.71,0,0,0
20141113,42.79,0,0,0
20141114,42.73,0,0,0
20141117,42.92,0,0,0
20141118,43.53,-1,-1,0
20141119,44.22,-1,-1,0
20141120,44.25,-1,0,0
20141121,44.5,0,0,0
20141124,44.27,0,0,0
20141125,44.43,-1,-1,0
20141126,44.29,1,1,1
20141128,44.83,0,0,0
20141201,44.55,0,0,0
20141202,44.54,1,0,0
20141203,43.8,1,1,1
20141204,43.5,1,1,1
20141205,43.53,1,1,0
20141208,43.14,1,0,0
20141209,42.04,0,0,0
20141210,41.6,0,0,0
20141211,41.53,1,1,1
20141212,40.91,1,1,1
20141215,40.57,1,1,0
20141216,40.39,1,0,0
20141217,41.55,1,1,1
20141218,42.39,1,0,0
20141219,41.95,0,0,0
20141222,42.35,-1,0,0
20141223,42.97,-1,-1,0
20141224,42.94,-1,0,0
20141226,42.96,0,0,0
20141229,42.86,-1,0,0
20141230,42.76,1,1,1
20141231,42.22,-1,0,0
20150102,42.14,-1,0,0
20150105,42.14,-1,0,0
20150106,42.46,1,1,0
20150107,42.99,-1,-1,0
20150108,43.51,-1,0,0
20150109,43.03,-1,0,0
20150112,42.64,-1,0,0
20150113,42.63,1,1,0
20150114,42.56,-1,0,0
20150115,42.38,0,0,0
20150116,42.53,-1,0,0
20150120,43.16,-1,0,0
20150121,43.36,-1,0,0
20150122,43.78,0,0,0
20150123,43.31,0,0,0
20150126,43,1,1,0
20150127,42.39,1,0,0
20150128,41.92,1,1,0
20150129,42.1,1,1,0
20150130,41.17,1,1,1
20150202,41.59,-1,0,0
20150203,41.63,0,0,0
20150204,41.68,1,1,0
20150205,41.79,0,0,0
20150206,41.45,0,0,0
20150209,41.23,1,0,0
20150210,42.4,0,0,0
20150211,42.37,0,0,0
20150212,42.17,0,0,0
20150213,41.99,0,0,0
20150217,41.81,0,0,0
20150218,41.73,0,0,0
20150219,42.11,-1,-1,0
20150220,41.97,-1,0,0
20150223,41.85,-1,-1,0
20150224,42.13,-1,-1,0
20150225,42.05,-1,-1,0
20150226,42.46,-1,-1,0
20150227,43.3,-1,-1,0
20150302,43.2,-1,0,0
20150303,42.95,-1,0,0
20150304,42.5,0,0,0
20150305,42.4,0,0,0
20150306,41.52,-1,0,0
20150309,41.39,-1,0,0
20150310,40.69,-1,0,0
20150311,40.1,-1,0,0
20150312,40.57,0,0,0
20150313,39.91,-1,0,0
20150316,40.29,-1,0,0
20150317,40.51,-1,0,0
20150318,40.6,-1,0,0
20150319,40.02,0,0,0
20150320,40.65,1,0,0
20150323,40.62,0,0,0
20150324,40.47,1,0,0
20150325,40.45,-1,0,0
20150326,40.35,0,0,0
20150327,40.08,1,0,0
20150330,40.51,1,1,1
20150331,40.55,0,0,0
20150401,40.68,-1,0,0
20150402,40.68,0,0,0
20150406,41.17,-1,0,0
20150407,41.01,0,0,0
20150408,40.89,0,0,0
20150409,41.05,1,1,0
20150410,40.88,1,0,0
20150413,40.7,0,0,0
20150414,40.51,1,0,0
20150415,40.4,0,0,0
20150416,40.6,0,0,0
20150417,40.3,0,0,0
20150420,40.66,0,0,0
20150421,40.78,0,0,0
20150422,41.31,0,0,0
20150423,40.95,-1,0,0
20150424,40.89,0,0,0
20150427,40.83,1,1,0
20150428,40.77,1,1,0
20150429,40.49,-1,0,0
20150430,40.56,1,1,0
20150501,40.91,-1,0,0
20150504,40.96,-1,0,0
20150505,40.75,0,0,0
20150506,40.66,0,0,0
20150507,40.7,1,1,0
20150508,40.98,0,0,0
20150511,40.94,0,0,0
20150512,40.69,0,0,0
20150513,41.05,0,0,0
20150514,41.5,-1,0,0
20150515,41.52,1,0,0
20150518,41.32,-1,-1,0
20150519,41.31,-1,-1,0
20150520,41.35,1,1,0
20150521,41.23,0,0,0
20150522,41.21,-1,0,0
20150526,40.99,-1,0,0
20150527,41.12,-1,-1,0
20150528,41.14,0,0,0
20150529,40.96,1,0,0
20150601,40.94,0,0,0
20150602,40.99,-1,-1,0
20150603,40.87,0,0,0
20150604,40.59,1,1,0
20150605,40.1,1,1,0
20150608,40.16,-1,-1,0
20150609,40.2,0,0,0
20150610,40.33,-1,-1,0
20150611,40.1,0,0,0
20150612,39.96,-1,0,0
20150615,39.59,-1,-1,0
20150616,40.08,-1,-1,0
20150617,40.27,1,1,1
20150618,40.65,1,1,1
20150619,40.4,0,0,0
20150622,40.48,0,0,0
20150623,40.38,0,0,0
20150624,40.19,0,0,0
20150625,40.02,0,0,0
20150626,40,1,0,0
20150629,39.4,0,0,0
20150630,39.23,0,0,0
20150701,39.5,0,0,0
20150702,39.49,0,0,0
20150706,39.42,0,0,0
20150707,40.25,0,0,0
20150708,39.86,-1,0,0
20150709,39.92,0,0,0
20150710,40.39,-1,0,0
20150713,40.66,0,0,0
20150714,41.17,-1,0,0
20150715,41.13,0,0,0
20150716,41.48,-1,0,0
20150717,41.25,-1,0,0
20150720,41.38,0,0,0
20150721,41.19,1,0,0
20150722,40.9,0,0,0
20150723,40.84,0,0,0
20150724,40.44,0,0,0
20150727,40.54,-1,0,0
20150728,40.55,1,1,0
20150729,40.59,0,0,0
20150730,40.56,-1,0,0
20150731,41.08,-1,0,0
20150803,41.54,0,0,0
20150804,41.85,-1,0,0
20150805,42.12,-1,-1,0
20150806,41.92,0,0,0
20150807,41.77,0,0,0
20150810,41.68,-1,-1,0
20150811,41.48,0,0,0
20150812,41.26,-1,0,0
20150813,41.1,0,0,0
20150814,41.25,1,1,0
20150817,41.35,-1,-1,0
20150818,41.3,1,1,0
20150819,40.78,1,0,0
20150820,40.55,1,1,0
20150821,39.53,1,1,1
20150824,38.38,0,0,0
20150825,37.99,0,0,0
20150826,38.73,0,0,0
20150827,39.27,0,0,0
20150828,39.45,0,0,0
20150831,39.32,1,0,0
20150901,38.75,0,0,0
20150902,38.9,1,1,0
20150903,39.16,-1,0,0
20150904,38.52,0,0,0
20150908,38.9,0,0,0
20150909,38.3,0,0,0
20150910,38.42,0,0,0
20150911,38.13,-1,0,0
20150914,38.1,-1,0,0
20150915,38.5,1,0,0
20150916,39.15,1,1,0
20150917,39.38,0,0,0
20150918,38.98,1,1,0
20150921,39.19,0,0,0
20150922,38.79,-1,-1,0
20150923,38.76,-1,0,0
20150924,39.15,0,0,0
20150925,39.62,-1,0,0
20150928,39.53,-1,0,0
20150929,39.66,-1,0,0
20150930,40.12,-1,0,0
20151001,39.8,1,1,1
20151002,40.39,-1,0,0
20151005,41.01,0,0,0
20151006,40.96,0,0,0
20151007,41.52,1,1,0
20151008,41.98,-1,0,0
20151009,42.02,0,0,0
20151013,41.65,0,0,0
20151014,41.68,1,1,0
20151015,41.92,-1,0,0
20151016,42.02,-1,0,0
20151019,41.99,0,0,0
20151020,42.29,0,0,0
20151021,42.19,1,0,0
20151022,43.24,0,0,0
20151023,42.79,0,0,0
20151026,42.59,-1,0,0
20151027,42.61,1,1,1
20151028,42.73,0,0,0
20151029,42.79,-1,0,0
20151030,42.35,-1,0,0
20151102,42.24,0,0,0
20151103,42.16,1,1,1
20151104,41.97,0,0,0
20151105,42.33,0,0,0
20151106,41.96,0,0,0
20151109,41.54,0,0,0
20151110,41.77,0,0,0
20151112,41.58,0,0,0
20151113,41.38,0,0,0
20151116,41.96,-1,0,0
20151117,41.67,0,0,0
20151118,42.28,-1,0,0
20151119,43.11,-1,0,0
20151120,42.43,-1,0,0
20151123,42.96,-1,0,0
20151124,43.36,0,0,0
20151125,43.36,-1,0,0
20151127,43.15,-1,0,0
20151130,42.62,1,0,0
20151201,42.89,0,0,0
20151202,42.77,0,0,0
20151203,42.46,-1,0,0
20151204,43.29,-1,0,0
20151207,43.2,0,0,0
20151208,43.01,0,0,0
20151209,42.66,0,0,0
20151210,42.76,1,0,0
20151211,42.27,0,0,0
20151214,42.45,0,0,0
20151215,43.07,0,0,0
20151216,43.84,0,0,0
20151217,43.49,-1,0,0
20151218,42.5,0,0,0
20151221,42.78,-1,-1,0
20151222,43.29,-1,0,0
20151223,43.67,0,0,0
20151224,43.54,-1,0,0
20151228,43.49,1,1,1
20151229,43.71,-1,0,0
20151230,43.57,0,0,0
20151231,42.96,1,1,1
20160104,42.4,0,0,0
20160105,42.55,-1,0,0
20160106,42.32,1,0,0
20160107,41.62,-1,0,0
20160108,41.51,0,0,0
20160111,41.58,1,0,0
20160112,42.12,0,0,0
20160113,41.85,0,0,0
20160114,41.88,-1,-1,0
20160115,41.5,0,0,0
20160119,41.92,1,0,0
20160120,41.38,-1,0,0
20160121,41.39,-1,-1,0
20160122,42.06,0,0,0
20160125,42.16,1,1,0
20160126,42.08,-1,-1,0
20160127,42.09,1,0,0
20160128,42.57,-1,0,0
20160129,42.92,-1,-1,0
20160201,43,0,0,0
20160202,42.44,0,0,0
20160203,42.72,0,0,0
20160204,42.53,0,0,0
20160205,42.44,1,1,0
20160208,42.65,1,0,0
20160209,43.3,0,0,0
20160210,42.55,0,0,0
20160211,42.41,-1,-1,0
20160212,43.11,0,0,0
20160216,43.36,-1,-1,0
20160217,43.49,-1,0,0
20160218,43.61,-1,-1,0
20160219,43.77,-1,0,0
20160222,43.94,-1,-1,0
20160223,43.69,-1,-1,0
20160224,43.91,-1,0,0
20160225,44.16,-1,0,0
20160226,43.14,-1,0,0
20160229,43.13,-1,0,0
20160301,43.69,-1,0,0
20160302,43.77,1,1,1
20160303,43.96,0,0,0
20160304,44.11,-1,0,0
20160307,44.01,-1,0,0
20160308,44.32,-1,0,0
20160309,44.81,-1,-1,0
20160310,45.23,-1,-1,0
20160311,45.2,1,1,0
20160314,45.29,0,0,0
20160315,45.24,0,0,0
20160316,45.05,1,1,0
20160317,45.77,-1,-1,0
20160318,45.6,0,0,0
20160321,45.67,-1,0,0
20160322,45.5,0,0,0
20160323,45.46,1,0,0
20160324,45.58,1,1,0
20160328,45.8,0,0,0
20160329,46.48,1,1,0
20160330,46.58,0,0,0
20160331,46.39,1,1,0
20160401,46.83,1,1,0
20160404,46.89,0,0,0
20160405,46.53,1,0,0
20160406,46.71,1,1,0
20160407,46.36,0,0,0
20160408,46.87,-1,0,0
20160411,46.44,-1,0,0
20160412,46.65,-1,0,0
20160413,46.04,1,1,1
20160414,45.83,-1,0,0
20160415,46.1,-1,0,0
20160418,46.22,1,0,0
20160419,46.6,1,0,0
20160420,44.37,-1,0,0
20160421,43.66,0,0,0
20160422,44.54,-1,0,0
20160425,44.71,0,0,0
20160426,44.53,-1,0,0
20160427,44.68,0,0,0
20160428,44.63,1,0,0
20160429,44.8,1,1,0
20160502,44.98,-1,0,0
20160503,44.84,0,0,0
20160504,44.98,0,0,0
20160505,45.06,0,0,0
20160506,45.32,-1,0,0
20160509,45.24,1,1,0
20160510,45.75,-1,0,0
20160511,45.46,-1,0,0
20160512,45.83,-1,0,0
20160513,45.35,1,1,1
20160516,45.62,-1,0,0
20160517,44.75,-1,0,0
20160518,44.48,-1,0,0
20160519,44.32,0,0,0
20160520,43.95,-1,0,0
20160523,43.97,-1,0,0
20160524,44.37,0,0,0
20160525,44.38,-1,0,0
20160526,44.69,-1,0,0
20160527,44.78,-1,0,0
20160531,44.6,0,0,0
20160601,44.7,0,0,0
20160602,44.72,0,0,0
20160603,45.04,0,0,0
20160606,45.37,-1,0,0
20160607,45.32,1,1,1
20160608,45.55,0,0,0
20160609,45.76,0,0,0
20160610,45.99,-1,0,0
20160613,45.12,0,0,0
20160614,45.04,1,0,0
20160615,45.01,1,1,1
20160616,45.31,1,0,0
20160617,44.79,1,0,0
20160620,44.98,0,0,0
20160621,45.13,-1,0,0
20160622,44.86,0,0,0
20160623,45.08,0,0,0
20160624,43.93,1,0,0
20160627,43.78,0,0,0
20160628,44.18,0,0,0
20160629,44.44,0,0,0
20160630,45.33,1,0,0
20160701,45.12,0,0,0
20160705,45.43,0,0,0
20160706,45.27,1,1,1
20160707,45.09,0,0,0
20160708,45.38,0,0,0
20160711,45.57,1,1,0
20160712,45.58,1,1,0
20160713,45.74,1,1,1
20160714,45.69,1,1,1
20160715,45.63,-1,-1,0
20160718,45.63,-1,0,0
20160719,45.63,0,0,0
20160720,45.51,-1,-1,0
20160721,45.45,-1,0,0
20160722,45.83,1,0,0
20160725,45.57,0,0,0
